dataset,model,rule,reference,metric,delta,ci_low,ci_high,effectiveness_verdict,claim_of_improvement
esci,bge_base,lexical_descending,raw_hybrid_seven_mean,Recall@100,-0.0005843135849266,-0.0022034966950243,0.001024581342807,inconclusive; equivalence not established,inconclusive
esci,bge_base,field_priority_type,field_priority_type,nDCG@10,0.0081964621420036,-0.0068365186579885,0.0232714821586004,inconclusive; equivalence not established,inconclusive
esci,bge_base,field_priority_type,field_priority_type,nDCG@20,0.0079573621049552,-0.0062629112856608,0.0216780904061073,inconclusive; equivalence not established,inconclusive
esci,bge_base,field_priority_type,field_priority_type,cNDCG@10,-0.0092070059102289,-0.0201854895390354,0.0018269943327949,inconclusive; equivalence not established,inconclusive
esci,bge_base,field_priority_type,field_priority_type,cNDCG@20,-0.0082201523918314,-0.0167920946641892,0.0003755874457063,inconclusive; equivalence not established,inconclusive
esci,bge_base,field_priority_type,field_priority_type,Recall@20,0.0121390159694051,-0.0063394383000503,0.0302773028148516,inconclusive; equivalence not established,inconclusive
esci,bge_base,field_priority_type,field_priority_type,Recall@100,0.0048427582633158,-0.0034636461303055,0.0132364954607678,inconclusive; equivalence not established,inconclusive
esci,bge_base,field_priority_type,BM25,nDCG@10,0.0474482214648987,0.0353999572987611,0.0595570174866783,improves,supported
esci,bge_base,field_priority_type,BM25,nDCG@20,0.0558021217925753,0.0452971188477774,0.0663059747473011,improves,supported
esci,bge_base,field_priority_type,BM25,cNDCG@10,0.0231214437233476,0.0129119575404296,0.0335648151796014,improves,supported
esci,bge_base,field_priority_type,BM25,cNDCG@20,0.0154874130698297,0.0079671068252646,0.0232490480175808,improves,supported
esci,bge_base,field_priority_type,BM25,Recall@20,0.0734775671483294,0.0575462529729218,0.0904967889976508,improves,supported
esci,bge_base,field_priority_type,BM25,Recall@100,0.0873791776259766,0.0707746401886727,0.1048673268474729,improves,supported
esci,bge_base,field_priority_type,raw_hybrid_seven_mean,nDCG@10,0.0011110839878655,-0.0013317669508851,0.0038247336511387,inconclusive; equivalence not established,inconclusive
esci,bge_base,field_priority_type,raw_hybrid_seven_mean,nDCG@20,0.0019554007436955,9.022716469063736e-05,0.00419195857264,improves,supported
esci,bge_base,field_priority_type,raw_hybrid_seven_mean,cNDCG@10,0.0016985837641883,-0.0005223122945004,0.004226288592928,inconclusive; equivalence not established,inconclusive
esci,bge_base,field_priority_type,raw_hybrid_seven_mean,cNDCG@20,0.0013449308222268,-0.0003034841380043,0.0034806188491015,inconclusive; equivalence not established,inconclusive
esci,bge_base,field_priority_type,raw_hybrid_seven_mean,Recall@20,0.0019459139296233,1.1407263388322816e-05,0.0040186382727155,improves,supported
esci,bge_base,field_priority_type,raw_hybrid_seven_mean,Recall@100,-0.000402729322681,-0.0014981746276712,0.0005541118007121,inconclusive; equivalence not established,inconclusive
