dataset,model,method,contrast,schedule,reference,metric,delta,ci_low,ci_high,verdict,eligible_queries,bootstrap_seed,bootstrap_draws,interval
wands,minilm,raw,schedule_minus_C0,C1,C0,nDCG@10,-0.01314304698153852,-0.0255941458417988,-0.000813274784023951,reduces,308,2026091701,10000,uncorrected 95% paired query-cluster percentile
wands,minilm,raw,schedule_minus_C0,C1,C0,nDCG@20,-0.011008706062999765,-0.019960614027901436,-0.002127464511825511,reduces,308,2026091701,10000,uncorrected 95% paired query-cluster percentile
wands,minilm,raw,schedule_minus_C0,C1,C0,cNDCG@10,-0.0034736592001977594,-0.012965315437144844,0.005559615031182265,inconclusive; equivalence not established,308,2026091701,10000,uncorrected 95% paired query-cluster percentile
wands,minilm,raw,schedule_minus_C0,C1,C0,cNDCG@20,-0.004248658862296726,-0.010974161710892596,0.002464022826752197,inconclusive; equivalence not established,308,2026091701,10000,uncorrected 95% paired query-cluster percentile
wands,minilm,raw,schedule_minus_C0,C1,C0,JudgedCoverage@10,-0.008116883116883118,-0.02077922077922078,0.0042207792207792205,inconclusive; equivalence not established,308,2026091701,10000,uncorrected 95% paired query-cluster percentile
wands,minilm,raw,schedule_minus_C0,C1,C0,JudgedCoverage@20,-0.004220779220779223,-0.013149350649350649,0.0045495129870129275,inconclusive; equivalence not established,308,2026091701,10000,uncorrected 95% paired query-cluster percentile
wands,minilm,raw,schedule_minus_C0,C1,C0,Recall@20,-0.026002909980228757,-0.04557280062350262,-0.008135275525849677,reduces,308,2026091701,10000,uncorrected 95% paired query-cluster percentile
wands,minilm,raw,schedule_minus_C0,C1,C0,Recall@100,-0.02424367797319666,-0.04019322119992906,-0.009784333804619844,reduces,308,2026091701,10000,uncorrected 95% paired query-cluster percentile
wands,minilm,raw,schedule_minus_C0,C2s1,C0,nDCG@10,-0.008830526605612836,-0.01960913426576173,0.0016162950078931785,inconclusive; equivalence not established,308,2026091701,10000,uncorrected 95% paired query-cluster percentile
wands,minilm,raw,schedule_minus_C0,C2s1,C0,nDCG@20,-0.006203195497906031,-0.013934587045773234,0.0013536048385471842,inconclusive; equivalence not established,308,2026091701,10000,uncorrected 95% paired query-cluster percentile
wands,minilm,raw,schedule_minus_C0,C2s1,C0,cNDCG@10,-0.003124447560469785,-0.01111118903686552,0.004878330433429923,inconclusive; equivalence not established,308,2026091701,10000,uncorrected 95% paired query-cluster percentile
wands,minilm,raw,schedule_minus_C0,C2s1,C0,cNDCG@20,-0.005405968234581604,-0.01115223976112853,0.00019293033936303497,inconclusive; equivalence not established,308,2026091701,10000,uncorrected 95% paired query-cluster percentile
wands,minilm,raw,schedule_minus_C0,C2s1,C0,JudgedCoverage@10,-0.004220779220779221,-0.015259740259740263,0.0064935064935064965,inconclusive; equivalence not established,308,2026091701,10000,uncorrected 95% paired query-cluster percentile
wands,minilm,raw,schedule_minus_C0,C2s1,C0,JudgedCoverage@20,-0.0029220779220779226,-0.01022727272727273,0.004383116883116882,inconclusive; equivalence not established,308,2026091701,10000,uncorrected 95% paired query-cluster percentile
wands,minilm,raw,schedule_minus_C0,C2s1,C0,Recall@20,-0.009490417424861486,-0.025810314069676838,0.005982737177716397,inconclusive; equivalence not established,308,2026091701,10000,uncorrected 95% paired query-cluster percentile
wands,minilm,raw,schedule_minus_C0,C2s1,C0,Recall@100,-0.011636888081729883,-0.023047326859882103,-0.001230812474636637,reduces,308,2026091701,10000,uncorrected 95% paired query-cluster percentile
wands,minilm,raw,schedule_minus_C0,C2s2,C0,nDCG@10,-0.0025754562447503375,-0.012661287635248764,0.007496092243836217,inconclusive; equivalence not established,308,2026091701,10000,uncorrected 95% paired query-cluster percentile
wands,minilm,raw,schedule_minus_C0,C2s2,C0,nDCG@20,-0.001377408404312782,-0.008691480205992605,0.005909663035159614,inconclusive; equivalence not established,308,2026091701,10000,uncorrected 95% paired query-cluster percentile
wands,minilm,raw,schedule_minus_C0,C2s2,C0,cNDCG@10,0.0010140010999566485,-0.006732693616145189,0.00891562821788764,inconclusive; equivalence not established,308,2026091701,10000,uncorrected 95% paired query-cluster percentile
wands,minilm,raw,schedule_minus_C0,C2s2,C0,cNDCG@20,-0.001353208548521994,-0.007081008995731117,0.004403116608764844,inconclusive; equivalence not established,308,2026091701,10000,uncorrected 95% paired query-cluster percentile
wands,minilm,raw,schedule_minus_C0,C2s2,C0,JudgedCoverage@10,-0.0025974025974025957,-0.012662337662337661,0.007467532467532471,inconclusive; equivalence not established,308,2026091701,10000,uncorrected 95% paired query-cluster percentile
wands,minilm,raw,schedule_minus_C0,C2s2,C0,JudgedCoverage@20,0.001948051948051946,-0.005681818181818181,0.009415584415584412,inconclusive; equivalence not established,308,2026091701,10000,uncorrected 95% paired query-cluster percentile
wands,minilm,raw,schedule_minus_C0,C2s2,C0,Recall@20,-0.011388469562597007,-0.02641721758371709,0.0029638981914426508,inconclusive; equivalence not established,308,2026091701,10000,uncorrected 95% paired query-cluster percentile
wands,minilm,raw,schedule_minus_C0,C2s2,C0,Recall@100,-0.012217589431663038,-0.023308885137722966,-0.001605899989143452,reduces,308,2026091701,10000,uncorrected 95% paired query-cluster percentile
wands,minilm,raw,schedule_minus_C0,C2s3,C0,nDCG@10,-0.009026661769136492,-0.019353888958537065,0.0008990713137842896,inconclusive; equivalence not established,308,2026091701,10000,uncorrected 95% paired query-cluster percentile
wands,minilm,raw,schedule_minus_C0,C2s3,C0,nDCG@20,-0.005804987400220812,-0.012888135605647734,0.0009400355095452254,inconclusive; equivalence not established,308,2026091701,10000,uncorrected 95% paired query-cluster percentile
wands,minilm,raw,schedule_minus_C0,C2s3,C0,cNDCG@10,-0.0037300484391422565,-0.011900405204222296,0.003975053003199014,inconclusive; equivalence not established,308,2026091701,10000,uncorrected 95% paired query-cluster percentile
wands,minilm,raw,schedule_minus_C0,C2s3,C0,cNDCG@20,-0.0047492382634569475,-0.010122538246016086,0.0003314603290132358,inconclusive; equivalence not established,308,2026091701,10000,uncorrected 95% paired query-cluster percentile
wands,minilm,raw,schedule_minus_C0,C2s3,C0,JudgedCoverage@10,-0.0032467532467532465,-0.013961038961038957,0.007467532467532461,inconclusive; equivalence not established,308,2026091701,10000,uncorrected 95% paired query-cluster percentile
wands,minilm,raw,schedule_minus_C0,C2s3,C0,JudgedCoverage@20,-0.0021103896103896107,-0.009253246753246755,0.005032467532467531,inconclusive; equivalence not established,308,2026091701,10000,uncorrected 95% paired query-cluster percentile
wands,minilm,raw,schedule_minus_C0,C2s3,C0,Recall@20,-0.0246278826511465,-0.042631070660127765,-0.008676937770440705,reduces,308,2026091701,10000,uncorrected 95% paired query-cluster percentile
wands,minilm,raw,schedule_minus_C0,C2s3,C0,Recall@100,-0.013709045874286833,-0.02888193101770566,-0.0002625683069936279,reduces,308,2026091701,10000,uncorrected 95% paired query-cluster percentile
wands,minilm,raw,schedule_minus_C0,C2s4,C0,nDCG@10,-0.0073932064718207,-0.017741085344680278,0.0029358302604157913,inconclusive; equivalence not established,308,2026091701,10000,uncorrected 95% paired query-cluster percentile
wands,minilm,raw,schedule_minus_C0,C2s4,C0,nDCG@20,-0.0029480760254783434,-0.010514142931214962,0.0045184747936126346,inconclusive; equivalence not established,308,2026091701,10000,uncorrected 95% paired query-cluster percentile
wands,minilm,raw,schedule_minus_C0,C2s4,C0,cNDCG@10,-0.00012071455905750523,-0.007884581251059031,0.007898961419098453,inconclusive; equivalence not established,308,2026091701,10000,uncorrected 95% paired query-cluster percentile
wands,minilm,raw,schedule_minus_C0,C2s4,C0,cNDCG@20,-0.0024044933751068134,-0.008263222861014712,0.003445636543673161,inconclusive; equivalence not established,308,2026091701,10000,uncorrected 95% paired query-cluster percentile
wands,minilm,raw,schedule_minus_C0,C2s4,C0,JudgedCoverage@10,-0.011688311688311689,-0.021428571428571425,-0.002272727272727272,reduces,308,2026091701,10000,uncorrected 95% paired query-cluster percentile
wands,minilm,raw,schedule_minus_C0,C2s4,C0,JudgedCoverage@20,0.002435064935064935,-0.005357142857142857,0.010227272727272725,inconclusive; equivalence not established,308,2026091701,10000,uncorrected 95% paired query-cluster percentile
wands,minilm,raw,schedule_minus_C0,C2s4,C0,Recall@20,-0.01029456034979767,-0.027601011037972408,0.006261688717826521,inconclusive; equivalence not established,308,2026091701,10000,uncorrected 95% paired query-cluster percentile
wands,minilm,raw,schedule_minus_C0,C2s4,C0,Recall@100,-0.00786480263230952,-0.016109817448224536,0.0005514861398977809,inconclusive; equivalence not established,308,2026091701,10000,uncorrected 95% paired query-cluster percentile
wands,minilm,raw,schedule_minus_C0,C2s5,C0,nDCG@10,-0.004306853694073671,-0.013733720684342315,0.005073783512956322,inconclusive; equivalence not established,308,2026091701,10000,uncorrected 95% paired query-cluster percentile
wands,minilm,raw,schedule_minus_C0,C2s5,C0,nDCG@20,-0.0014959520917780904,-0.008003389517040587,0.0050587039859619235,inconclusive; equivalence not established,308,2026091701,10000,uncorrected 95% paired query-cluster percentile
wands,minilm,raw,schedule_minus_C0,C2s5,C0,cNDCG@10,-0.001038494252941879,-0.008274452960319607,0.00594861404101546,inconclusive; equivalence not established,308,2026091701,10000,uncorrected 95% paired query-cluster percentile
wands,minilm,raw,schedule_minus_C0,C2s5,C0,cNDCG@20,-0.0015933338596372114,-0.006822422861670038,0.0035109872324187484,inconclusive; equivalence not established,308,2026091701,10000,uncorrected 95% paired query-cluster percentile
wands,minilm,raw,schedule_minus_C0,C2s5,C0,JudgedCoverage@10,-0.004220779220779221,-0.013636363636363634,0.005194805194805192,inconclusive; equivalence not established,308,2026091701,10000,uncorrected 95% paired query-cluster percentile
wands,minilm,raw,schedule_minus_C0,C2s5,C0,JudgedCoverage@20,0.0021103896103896102,-0.00487012987012987,0.009090909090909092,inconclusive; equivalence not established,308,2026091701,10000,uncorrected 95% paired query-cluster percentile
wands,minilm,raw,schedule_minus_C0,C2s5,C0,Recall@20,-0.011891611716403393,-0.02796876842639305,0.0034701704798316448,inconclusive; equivalence not established,308,2026091701,10000,uncorrected 95% paired query-cluster percentile
wands,minilm,raw,schedule_minus_C0,C2s5,C0,Recall@100,-0.01925837672007265,-0.0345024807263921,-0.005551723134897301,reduces,308,2026091701,10000,uncorrected 95% paired query-cluster percentile
wands,minilm,raw_hybrid,schedule_minus_C0,C1,C0,nDCG@10,-0.010171386751294127,-0.01863900566844,-0.0015716547882580092,reduces,308,2026091701,10000,uncorrected 95% paired query-cluster percentile
wands,minilm,raw_hybrid,schedule_minus_C0,C1,C0,nDCG@20,-0.007227783976079428,-0.013589332214329931,-0.0009778020084831556,reduces,308,2026091701,10000,uncorrected 95% paired query-cluster percentile
wands,minilm,raw_hybrid,schedule_minus_C0,C1,C0,cNDCG@10,-0.004902659194326341,-0.011631206004427973,0.0019580425176611346,inconclusive; equivalence not established,308,2026091701,10000,uncorrected 95% paired query-cluster percentile
wands,minilm,raw_hybrid,schedule_minus_C0,C1,C0,cNDCG@20,-0.00487252157309451,-0.010024248188708545,0.00014965550221825367,inconclusive; equivalence not established,308,2026091701,10000,uncorrected 95% paired query-cluster percentile
wands,minilm,raw_hybrid,schedule_minus_C0,C1,C0,JudgedCoverage@10,-0.011363636363636366,-0.019155844155844155,-0.0035633116883118056,reduces,308,2026091701,10000,uncorrected 95% paired query-cluster percentile
wands,minilm,raw_hybrid,schedule_minus_C0,C1,C0,JudgedCoverage@20,-0.0032467532467532452,-0.009257305194805193,0.002922077922077924,inconclusive; equivalence not established,308,2026091701,10000,uncorrected 95% paired query-cluster percentile
wands,minilm,raw_hybrid,schedule_minus_C0,C1,C0,Recall@20,-0.0061505111090162995,-0.019879960703689994,0.007375581592231136,inconclusive; equivalence not established,308,2026091701,10000,uncorrected 95% paired query-cluster percentile
wands,minilm,raw_hybrid,schedule_minus_C0,C1,C0,Recall@100,0.000782653383840968,-0.006783229675104768,0.008889086239034331,inconclusive; equivalence not established,308,2026091701,10000,uncorrected 95% paired query-cluster percentile
wands,minilm,raw_hybrid,schedule_minus_C0,C2s1,C0,nDCG@10,-0.002903827580329792,-0.00983050601866286,0.00415023847116428,inconclusive; equivalence not established,308,2026091701,10000,uncorrected 95% paired query-cluster percentile
wands,minilm,raw_hybrid,schedule_minus_C0,C2s1,C0,nDCG@20,-0.0016531796291092517,-0.0068425373449726035,0.003345830842367928,inconclusive; equivalence not established,308,2026091701,10000,uncorrected 95% paired query-cluster percentile
wands,minilm,raw_hybrid,schedule_minus_C0,C2s1,C0,cNDCG@10,-0.0006442494506220457,-0.006430451812109395,0.0052619994262009355,inconclusive; equivalence not established,308,2026091701,10000,uncorrected 95% paired query-cluster percentile
wands,minilm,raw_hybrid,schedule_minus_C0,C2s1,C0,cNDCG@20,-0.0008130341587337392,-0.005124040132958478,0.0033476105171613645,inconclusive; equivalence not established,308,2026091701,10000,uncorrected 95% paired query-cluster percentile
wands,minilm,raw_hybrid,schedule_minus_C0,C2s1,C0,JudgedCoverage@10,-0.00681818181818182,-0.013636363636363643,0.0003246753246753221,inconclusive; equivalence not established,308,2026091701,10000,uncorrected 95% paired query-cluster percentile
wands,minilm,raw_hybrid,schedule_minus_C0,C2s1,C0,JudgedCoverage@20,-0.0038961038961038952,-0.009577922077922081,0.0017857142857142837,inconclusive; equivalence not established,308,2026091701,10000,uncorrected 95% paired query-cluster percentile
wands,minilm,raw_hybrid,schedule_minus_C0,C2s1,C0,Recall@20,0.0011894950177552806,-0.010351058843309805,0.012963775566348482,inconclusive; equivalence not established,308,2026091701,10000,uncorrected 95% paired query-cluster percentile
wands,minilm,raw_hybrid,schedule_minus_C0,C2s1,C0,Recall@100,0.006670765057457577,-0.002472721464580359,0.017583134649206182,inconclusive; equivalence not established,308,2026091701,10000,uncorrected 95% paired query-cluster percentile
wands,minilm,raw_hybrid,schedule_minus_C0,C2s2,C0,nDCG@10,-0.003969405849084817,-0.010843674074408852,0.0031751846719870603,inconclusive; equivalence not established,308,2026091701,10000,uncorrected 95% paired query-cluster percentile
wands,minilm,raw_hybrid,schedule_minus_C0,C2s2,C0,nDCG@20,0.0008063441145387864,-0.00481516073680872,0.00651305356139248,inconclusive; equivalence not established,308,2026091701,10000,uncorrected 95% paired query-cluster percentile
wands,minilm,raw_hybrid,schedule_minus_C0,C2s2,C0,cNDCG@10,-0.003585108735734331,-0.00965067940125562,0.0025646657528786607,inconclusive; equivalence not established,308,2026091701,10000,uncorrected 95% paired query-cluster percentile
wands,minilm,raw_hybrid,schedule_minus_C0,C2s2,C0,cNDCG@20,-0.0013306200150851153,-0.005758046681835181,0.0031283141249098473,inconclusive; equivalence not established,308,2026091701,10000,uncorrected 95% paired query-cluster percentile
wands,minilm,raw_hybrid,schedule_minus_C0,C2s2,C0,JudgedCoverage@10,-0.002597402597402599,-0.00909090909090909,0.0038961038961038965,inconclusive; equivalence not established,308,2026091701,10000,uncorrected 95% paired query-cluster percentile
wands,minilm,raw_hybrid,schedule_minus_C0,C2s2,C0,JudgedCoverage@20,0.0035714285714285718,-0.0021103896103896094,0.009415584415584414,inconclusive; equivalence not established,308,2026091701,10000,uncorrected 95% paired query-cluster percentile
wands,minilm,raw_hybrid,schedule_minus_C0,C2s2,C0,Recall@20,0.00656719200886311,-0.0019649979705480426,0.01682953085239053,inconclusive; equivalence not established,308,2026091701,10000,uncorrected 95% paired query-cluster percentile
wands,minilm,raw_hybrid,schedule_minus_C0,C2s2,C0,Recall@100,0.0048821128692003645,-0.002897388025365912,0.01459654617423316,inconclusive; equivalence not established,308,2026091701,10000,uncorrected 95% paired query-cluster percentile
wands,minilm,raw_hybrid,schedule_minus_C0,C2s3,C0,nDCG@10,-0.004975249024235613,-0.012615675316921279,0.002403026393043903,inconclusive; equivalence not established,308,2026091701,10000,uncorrected 95% paired query-cluster percentile
wands,minilm,raw_hybrid,schedule_minus_C0,C2s3,C0,nDCG@20,-0.0005820161875561491,-0.006074211573262739,0.004637699612290328,inconclusive; equivalence not established,308,2026091701,10000,uncorrected 95% paired query-cluster percentile
wands,minilm,raw_hybrid,schedule_minus_C0,C2s3,C0,cNDCG@10,-0.004105012515472375,-0.010444449557635814,0.0019766261436712632,inconclusive; equivalence not established,308,2026091701,10000,uncorrected 95% paired query-cluster percentile
wands,minilm,raw_hybrid,schedule_minus_C0,C2s3,C0,cNDCG@20,-0.002908396314960394,-0.007426255292197269,0.0014208628946864872,inconclusive; equivalence not established,308,2026091701,10000,uncorrected 95% paired query-cluster percentile
wands,minilm,raw_hybrid,schedule_minus_C0,C2s3,C0,JudgedCoverage@10,-0.004220779220779221,-0.012012987012987015,0.0035714285714285718,inconclusive; equivalence not established,308,2026091701,10000,uncorrected 95% paired query-cluster percentile
wands,minilm,raw_hybrid,schedule_minus_C0,C2s3,C0,JudgedCoverage@20,0.0011363636363636376,-0.004220779220779219,0.0066558441558441555,inconclusive; equivalence not established,308,2026091701,10000,uncorrected 95% paired query-cluster percentile
wands,minilm,raw_hybrid,schedule_minus_C0,C2s3,C0,Recall@20,0.004728576067576932,-0.006607179943590117,0.016371475467237988,inconclusive; equivalence not established,308,2026091701,10000,uncorrected 95% paired query-cluster percentile
wands,minilm,raw_hybrid,schedule_minus_C0,C2s3,C0,Recall@100,0.0018875625684175684,-0.0064446685620118726,0.011649854005620458,inconclusive; equivalence not established,308,2026091701,10000,uncorrected 95% paired query-cluster percentile
wands,minilm,raw_hybrid,schedule_minus_C0,C2s4,C0,nDCG@10,-0.0004375920104817875,-0.007074706149217448,0.006255560485208036,inconclusive; equivalence not established,308,2026091701,10000,uncorrected 95% paired query-cluster percentile
wands,minilm,raw_hybrid,schedule_minus_C0,C2s4,C0,nDCG@20,0.0004118666333720355,-0.004354444156005541,0.005310337495563256,inconclusive; equivalence not established,308,2026091701,10000,uncorrected 95% paired query-cluster percentile
wands,minilm,raw_hybrid,schedule_minus_C0,C2s4,C0,cNDCG@10,-0.0011292226244057249,-0.0068975548562741264,0.004647449137818572,inconclusive; equivalence not established,308,2026091701,10000,uncorrected 95% paired query-cluster percentile
wands,minilm,raw_hybrid,schedule_minus_C0,C2s4,C0,cNDCG@20,-0.0018125577289849597,-0.006053637756894519,0.002418935410157475,inconclusive; equivalence not established,308,2026091701,10000,uncorrected 95% paired query-cluster percentile
wands,minilm,raw_hybrid,schedule_minus_C0,C2s4,C0,JudgedCoverage@10,-0.0038961038961038965,-0.011038961038961037,0.002922077922077923,inconclusive; equivalence not established,308,2026091701,10000,uncorrected 95% paired query-cluster percentile
wands,minilm,raw_hybrid,schedule_minus_C0,C2s4,C0,JudgedCoverage@20,0.0003246753246753241,-0.004870129870129868,0.005357142857142858,inconclusive; equivalence not established,308,2026091701,10000,uncorrected 95% paired query-cluster percentile
wands,minilm,raw_hybrid,schedule_minus_C0,C2s4,C0,Recall@20,0.0006106163296885239,-0.014064469386926955,0.01520427726025932,inconclusive; equivalence not established,308,2026091701,10000,uncorrected 95% paired query-cluster percentile
wands,minilm,raw_hybrid,schedule_minus_C0,C2s4,C0,Recall@100,6.872326655038346e-05,-0.007057080716063218,0.009037968840296277,inconclusive; equivalence not established,308,2026091701,10000,uncorrected 95% paired query-cluster percentile
wands,minilm,raw_hybrid,schedule_minus_C0,C2s5,C0,nDCG@10,-0.005456857668554414,-0.012765548679562142,0.0018871847988299884,inconclusive; equivalence not established,308,2026091701,10000,uncorrected 95% paired query-cluster percentile
wands,minilm,raw_hybrid,schedule_minus_C0,C2s5,C0,nDCG@20,-0.00048687900014682966,-0.005988531135878607,0.0050197411841304464,inconclusive; equivalence not established,308,2026091701,10000,uncorrected 95% paired query-cluster percentile
wands,minilm,raw_hybrid,schedule_minus_C0,C2s5,C0,cNDCG@10,-0.004869684044439602,-0.011320810855840796,0.0017103478388327113,inconclusive; equivalence not established,308,2026091701,10000,uncorrected 95% paired query-cluster percentile
wands,minilm,raw_hybrid,schedule_minus_C0,C2s5,C0,cNDCG@20,-0.0026388560382400953,-0.007097508538181798,0.0019012212248510248,inconclusive; equivalence not established,308,2026091701,10000,uncorrected 95% paired query-cluster percentile
wands,minilm,raw_hybrid,schedule_minus_C0,C2s5,C0,JudgedCoverage@10,-0.002272727272727274,-0.00974025974025974,0.005194805194805195,inconclusive; equivalence not established,308,2026091701,10000,uncorrected 95% paired query-cluster percentile
wands,minilm,raw_hybrid,schedule_minus_C0,C2s5,C0,JudgedCoverage@20,0.0017857142857142837,-0.0038961038961038996,0.007629870129870129,inconclusive; equivalence not established,308,2026091701,10000,uncorrected 95% paired query-cluster percentile
wands,minilm,raw_hybrid,schedule_minus_C0,C2s5,C0,Recall@20,0.004191981651067341,-0.006814930833355961,0.015573016489751125,inconclusive; equivalence not established,308,2026091701,10000,uncorrected 95% paired query-cluster percentile
wands,minilm,raw_hybrid,schedule_minus_C0,C2s5,C0,Recall@100,0.0014678235758702135,-0.006445885803599264,0.011010776473602324,inconclusive; equivalence not established,308,2026091701,10000,uncorrected 95% paired query-cluster percentile
wands,minilm,raw_hybrid,matched_hybrid_minus_raw,C0,raw_C0,nDCG@10,0.059090064022417024,0.043310231500464584,0.07509541060333101,improves,308,2026091701,10000,uncorrected 95% paired query-cluster percentile
wands,minilm,raw_hybrid,matched_hybrid_minus_raw,C0,raw_C0,nDCG@20,0.06312449648000665,0.04969409287707622,0.07705234138823655,improves,308,2026091701,10000,uncorrected 95% paired query-cluster percentile
wands,minilm,raw_hybrid,matched_hybrid_minus_raw,C0,raw_C0,cNDCG@10,0.03878452121472854,0.026082551849609965,0.05128391657179615,improves,308,2026091701,10000,uncorrected 95% paired query-cluster percentile
wands,minilm,raw_hybrid,matched_hybrid_minus_raw,C0,raw_C0,cNDCG@20,0.03196098339546647,0.021212004180230244,0.0426832218641572,improves,308,2026091701,10000,uncorrected 95% paired query-cluster percentile
wands,minilm,raw_hybrid,matched_hybrid_minus_raw,C0,raw_C0,JudgedCoverage@10,0.04707792207792209,0.03149350649350649,0.0633116883116883,improves,308,2026091701,10000,uncorrected 95% paired query-cluster percentile
wands,minilm,raw_hybrid,matched_hybrid_minus_raw,C0,raw_C0,JudgedCoverage@20,0.0547077922077922,0.03896103896103896,0.07077922077922078,improves,308,2026091701,10000,uncorrected 95% paired query-cluster percentile
wands,minilm,raw_hybrid,matched_hybrid_minus_raw,C0,raw_C0,Recall@20,0.05050205825383207,0.034184685831365504,0.06890929072126893,improves,308,2026091701,10000,uncorrected 95% paired query-cluster percentile
wands,minilm,raw_hybrid,matched_hybrid_minus_raw,C0,raw_C0,Recall@100,0.07439151428868306,0.05762789012620921,0.09255685927065127,improves,308,2026091701,10000,uncorrected 95% paired query-cluster percentile
wands,minilm,raw_hybrid,matched_hybrid_minus_raw,C1,raw_C1,nDCG@10,0.062061724252661404,0.04540971695459616,0.07901988513972823,improves,308,2026091701,10000,uncorrected 95% paired query-cluster percentile
wands,minilm,raw_hybrid,matched_hybrid_minus_raw,C1,raw_C1,nDCG@20,0.066905418566927,0.052786399667058996,0.08170772645065659,improves,308,2026091701,10000,uncorrected 95% paired query-cluster percentile
wands,minilm,raw_hybrid,matched_hybrid_minus_raw,C1,raw_C1,cNDCG@10,0.03735552122059997,0.024205345453082554,0.050182004490464165,improves,308,2026091701,10000,uncorrected 95% paired query-cluster percentile
wands,minilm,raw_hybrid,matched_hybrid_minus_raw,C1,raw_C1,cNDCG@20,0.03133712068466869,0.020499019394460825,0.0419715020120802,improves,308,2026091701,10000,uncorrected 95% paired query-cluster percentile
wands,minilm,raw_hybrid,matched_hybrid_minus_raw,C1,raw_C1,JudgedCoverage@10,0.04383116883116883,0.027922077922077914,0.060389610389610396,improves,308,2026091701,10000,uncorrected 95% paired query-cluster percentile
wands,minilm,raw_hybrid,matched_hybrid_minus_raw,C1,raw_C1,JudgedCoverage@20,0.05568181818181818,0.04058441558441559,0.07142857142857145,improves,308,2026091701,10000,uncorrected 95% paired query-cluster percentile
wands,minilm,raw_hybrid,matched_hybrid_minus_raw,C1,raw_C1,Recall@20,0.07035445712504451,0.04885975864699105,0.09309790212258424,improves,308,2026091701,10000,uncorrected 95% paired query-cluster percentile
wands,minilm,raw_hybrid,matched_hybrid_minus_raw,C1,raw_C1,Recall@100,0.09941784564572069,0.07844080173511485,0.12201197192673588,improves,308,2026091701,10000,uncorrected 95% paired query-cluster percentile
wands,minilm,raw_hybrid,matched_hybrid_minus_raw,C2s1,raw_C2s1,nDCG@10,0.06501676304770004,0.049006742832023394,0.08152213464546103,improves,308,2026091701,10000,uncorrected 95% paired query-cluster percentile
wands,minilm,raw_hybrid,matched_hybrid_minus_raw,C2s1,raw_C2s1,nDCG@20,0.06767451234880345,0.05350983764569702,0.08200325068968624,improves,308,2026091701,10000,uncorrected 95% paired query-cluster percentile
wands,minilm,raw_hybrid,matched_hybrid_minus_raw,C2s1,raw_C2s1,cNDCG@10,0.04126471932457629,0.027497709499200933,0.054705358948245325,improves,308,2026091701,10000,uncorrected 95% paired query-cluster percentile
wands,minilm,raw_hybrid,matched_hybrid_minus_raw,C2s1,raw_C2s1,cNDCG@20,0.03655391747131433,0.025979853173020016,0.04736197773054792,improves,308,2026091701,10000,uncorrected 95% paired query-cluster percentile
wands,minilm,raw_hybrid,matched_hybrid_minus_raw,C2s1,raw_C2s1,JudgedCoverage@10,0.04448051948051948,0.02824675324675325,0.061363636363636384,improves,308,2026091701,10000,uncorrected 95% paired query-cluster percentile
wands,minilm,raw_hybrid,matched_hybrid_minus_raw,C2s1,raw_C2s1,JudgedCoverage@20,0.05373376623376624,0.03831168831168832,0.0693181818181818,improves,308,2026091701,10000,uncorrected 95% paired query-cluster percentile
wands,minilm,raw_hybrid,matched_hybrid_minus_raw,C2s1,raw_C2s1,Recall@20,0.06118197069644884,0.04160201252067437,0.08289573770667855,improves,308,2026091701,10000,uncorrected 95% paired query-cluster percentile
wands,minilm,raw_hybrid,matched_hybrid_minus_raw,C2s1,raw_C2s1,Recall@100,0.09269916742787052,0.07297203219977155,0.11365198808118548,improves,308,2026091701,10000,uncorrected 95% paired query-cluster percentile
wands,minilm,raw_hybrid,matched_hybrid_minus_raw,C2s2,raw_C2s2,nDCG@10,0.05769611441808254,0.04154199223760381,0.07372270620835966,improves,308,2026091701,10000,uncorrected 95% paired query-cluster percentile
wands,minilm,raw_hybrid,matched_hybrid_minus_raw,C2s2,raw_C2s2,nDCG@20,0.06530824899885823,0.051220859501387446,0.07922397791135492,improves,308,2026091701,10000,uncorrected 95% paired query-cluster percentile
wands,minilm,raw_hybrid,matched_hybrid_minus_raw,C2s2,raw_C2s2,cNDCG@10,0.034185411379037564,0.021338014921893567,0.046753688863880885,improves,308,2026091701,10000,uncorrected 95% paired query-cluster percentile
wands,minilm,raw_hybrid,matched_hybrid_minus_raw,C2s2,raw_C2s2,cNDCG@20,0.03198357192890335,0.021328686674268075,0.042409745361220254,improves,308,2026091701,10000,uncorrected 95% paired query-cluster percentile
wands,minilm,raw_hybrid,matched_hybrid_minus_raw,C2s2,raw_C2s2,JudgedCoverage@10,0.04707792207792208,0.03116883116883117,0.06363636363636364,improves,308,2026091701,10000,uncorrected 95% paired query-cluster percentile
wands,minilm,raw_hybrid,matched_hybrid_minus_raw,C2s2,raw_C2s2,JudgedCoverage@20,0.056331168831168836,0.04172077922077922,0.07126623376623377,improves,308,2026091701,10000,uncorrected 95% paired query-cluster percentile
wands,minilm,raw_hybrid,matched_hybrid_minus_raw,C2s2,raw_C2s2,Recall@20,0.0684577198252922,0.048184473056961684,0.09086021670377566,improves,308,2026091701,10000,uncorrected 95% paired query-cluster percentile
wands,minilm,raw_hybrid,matched_hybrid_minus_raw,C2s2,raw_C2s2,Recall@100,0.09149121658954647,0.0718489385908035,0.11198174995074284,improves,308,2026091701,10000,uncorrected 95% paired query-cluster percentile
