dataset,model,K,method,catalog_size,source_ids,view_budget,invariance_basis,aggregation,eligible_queries,highest_label_pairs,bootstrap_seed,bootstrap_draws,source_order_recall,source_order_recall_ci_low,source_order_recall_ci_high,seven_schedule_mean_recall,seven_schedule_mean_recall_ci_low,seven_schedule_mean_recall_ci_high,persistent_inclusion,persistent_inclusion_ci_low,persistent_inclusion_ci_high,VI,VI_ci_low,VI_ci_high,persistent_omission,persistent_omission_ci_low,persistent_omission_ci_high,recall_C0,recall_C0_ci_low,recall_C0_ci_high,recall_C1,recall_C1_ci_low,recall_C1_ci_high,recall_C2s1,recall_C2s1_ci_low,recall_C2s1_ci_high,recall_C2s2,recall_C2s2_ci_low,recall_C2s2_ci_high,recall_C2s3,recall_C2s3_ci_low,recall_C2s3_ci_high,recall_C2s4,recall_C2s4_ci_low,recall_C2s4_ci_high,recall_C2s5,recall_C2s5_ci_low,recall_C2s5_ci_high,delta_seven_schedule_mean_recall_vs_raw_seven,delta_seven_schedule_mean_recall_vs_raw_seven_ci_low,delta_seven_schedule_mean_recall_vs_raw_seven_ci_high,delta_persistent_inclusion_vs_raw_seven,delta_persistent_inclusion_vs_raw_seven_ci_low,delta_persistent_inclusion_vs_raw_seven_ci_high,delta_VI_vs_raw_seven,delta_VI_vs_raw_seven_ci_low,delta_VI_vs_raw_seven_ci_high,delta_persistent_omission_vs_raw_seven,delta_persistent_omission_vs_raw_seven_ci_low,delta_persistent_omission_vs_raw_seven_ci_high,delta_source_recall_vs_raw_C0,delta_source_recall_vs_raw_C0_ci_low,delta_source_recall_vs_raw_C0_ci_high,delta_mean_recall_vs_raw_C0,delta_mean_recall_vs_raw_C0_ci_low,delta_mean_recall_vs_raw_C0_ci_high
wands,bge_base,20,lexical_descending,42994,revision_evidence_20260917/experiments/wands_bge_base_lexical_descending_pairs.parquet,1,"structural; identical serialized input, one materialized index",query_macro,308,21299,2026091701,10000,0.3627554499887388,0.3239496300782773,0.4034697126258476,0.3627554499887388,0.3239496300782773,0.4034697126258476,0.3627554499887388,0.3239496300782773,0.4034697126258476,0.0,0.0,0.0,0.6372445500112612,0.5965302873741524,0.6760503699217226,0.3627554499887388,0.3239496300782773,0.4034697126258476,0.3627554499887388,0.3239496300782773,0.4034697126258476,0.3627554499887388,0.3239496300782773,0.4034697126258476,0.3627554499887388,0.3239496300782773,0.4034697126258476,0.3627554499887388,0.3239496300782773,0.4034697126258476,0.3627554499887388,0.3239496300782773,0.4034697126258476,0.3627554499887388,0.3239496300782773,0.4034697126258476,0.0023756101066808206,-0.004988239652483672,0.010874376140857206,0.05803204899104698,0.04623584647296369,0.07201430664224702,-0.11931807342696618,-0.13753628941350593,-0.10264131453009086,0.06128602443591919,0.051051828527409075,0.07295332887753797,0.0017095564430819473,-0.0072385912411107685,0.01164879579726244,0.0017095564430819473,-0.0072385912411107685,0.01164879579726244
wands,bge_base,20,lexical_descending,42994,revision_evidence_20260917/experiments/wands_bge_base_lexical_descending_pairs.parquet,1,"structural; identical serialized input, one materialized index",pair_micro,308,21299,2026091701,10000,0.12319827221935302,0.10395023815962956,0.1472637114266959,0.12319827221935302,0.10395023815962956,0.1472637114266959,0.12319827221935302,0.10395023815962956,0.1472637114266959,0.0,0.0,0.0,0.876801727780647,0.8527362885733042,0.8960497618403704,0.12319827221935302,0.10395023815962956,0.1472637114266959,0.12319827221935302,0.10395023815962956,0.1472637114266959,0.12319827221935302,0.10395023815962956,0.1472637114266959,0.12319827221935302,0.10395023815962956,0.1472637114266959,0.12319827221935302,0.10395023815962956,0.1472637114266959,0.12319827221935302,0.10395023815962956,0.1472637114266959,0.12319827221935302,0.10395023815962956,0.1472637114266959,0.0006036500707612033,-0.0005504914236680985,0.0018004631090975537,0.040236630827738394,0.034984616886393594,0.04655492782379387,-0.09108408845485703,-0.10468142387596921,-0.07988241206666348,0.05084745762711865,0.04438033887211594,0.05851316568561585,0.0007981595380064792,-0.0007120840781146255,0.002267961450170811,0.0007981595380064792,-0.0007120840781146255,0.002267961450170811
wands,bge_base,20,field_priority_type,42994,revision_evidence_20260917/experiments/wands_bge_base_field_priority_type_pairs.parquet,1,"structural; identical serialized input, one materialized index",query_macro,308,21299,2026091701,10000,0.3648319471301408,0.3259468084377962,0.4052048743626743,0.3648319471301408,0.3259468084377962,0.4052048743626743,0.3648319471301408,0.3259468084377962,0.4052048743626743,0.0,0.0,0.0,0.6351680528698592,0.5947951256373255,0.6740531915622037,0.3648319471301408,0.3259468084377962,0.4052048743626743,0.3648319471301408,0.3259468084377962,0.4052048743626743,0.3648319471301408,0.3259468084377962,0.4052048743626743,0.3648319471301408,0.3259468084377962,0.4052048743626743,0.3648319471301408,0.3259468084377962,0.4052048743626743,0.3648319471301408,0.3259468084377962,0.4052048743626743,0.3648319471301408,0.3259468084377962,0.4052048743626743,0.0044521072480828375,3.354362643968222e-05,0.00932306308038771,0.060108546132449,0.04852115019968676,0.07339854493651714,-0.11931807342696618,-0.13753628941350593,-0.10264131453009086,0.05920952729451716,0.04938685760181647,0.07061301452689796,0.003786053584483965,-0.0008401044890339317,0.00887499540704002,0.003786053584483965,-0.0008401044890339317,0.00887499540704002
wands,bge_base,20,field_priority_type,42994,revision_evidence_20260917/experiments/wands_bge_base_field_priority_type_pairs.parquet,1,"structural; identical serialized input, one materialized index",pair_micro,308,21299,2026091701,10000,0.122963519414057,0.10390126170437373,0.14689607766791463,0.122963519414057,0.10390126170437373,0.14689607766791463,0.122963519414057,0.10390126170437373,0.14689607766791463,0.0,0.0,0.0,0.877036480585943,0.8531039223320853,0.8960987382956264,0.122963519414057,0.10390126170437373,0.14689607766791463,0.122963519414057,0.10390126170437373,0.14689607766791463,0.122963519414057,0.10390126170437373,0.14689607766791463,0.122963519414057,0.10390126170437373,0.14689607766791463,0.122963519414057,0.10390126170437373,0.14689607766791463,0.122963519414057,0.10390126170437373,0.14689607766791463,0.122963519414057,0.10390126170437373,0.14689607766791463,0.0003688972654651792,-0.000807042235087373,0.0015581487768435995,0.040001878022442365,0.03481928805200332,0.04637404654351692,-0.09108408845485703,-0.10468142387596921,-0.07988241206666348,0.05108221043241467,0.04473046315967,0.058744963237996654,0.0005634067327104554,-0.0009345014406380793,0.001976542154247296,0.0005634067327104554,-0.0009345014406380793,0.001976542154247296
wands,bge_base,20,set_mean,42994,phase4/results/wands/bge_base_set_mean_pairs.parquet,1,"structural; input-order independent construction, one materialized index",query_macro,308,21299,2026091701,10000,0.3530097183020647,0.3149408194939748,0.3934060112263754,0.3530097183020647,0.3149408194939748,0.3934060112263754,0.3530097183020647,0.3149408194939748,0.3934060112263754,0.0,0.0,0.0,0.6469902816979354,0.6065939887736245,0.6850591805060253,0.3530097183020647,0.3149408194939748,0.3934060112263754,0.3530097183020647,0.3149408194939748,0.3934060112263754,0.3530097183020647,0.3149408194939748,0.3934060112263754,0.3530097183020647,0.3149408194939748,0.3934060112263754,0.3530097183020647,0.3149408194939748,0.3934060112263754,0.3530097183020647,0.3149408194939748,0.3934060112263754,0.3530097183020647,0.3149408194939748,0.3934060112263754,-0.007370121579993306,-0.018786768520051265,0.003711707033854437,0.04828631730437286,0.03522988218936945,0.06290284849802032,-0.11931807342696618,-0.13753628941350593,-0.10264131453009086,0.07103175612259333,0.055755436996923646,0.08710080375437114,-0.008036175243592179,-0.019851134272463048,0.0032144946428292027,-0.008036175243592179,-0.019851134272463048,0.0032144946428292027
wands,bge_base,20,set_mean,42994,phase4/results/wands/bge_base_set_mean_pairs.parquet,1,"structural; input-order independent construction, one materialized index",pair_micro,308,21299,2026091701,10000,0.11972393070097187,0.10103088965974319,0.14283328070264792,0.11972393070097187,0.10103088965974319,0.14283328070264792,0.11972393070097187,0.10103088965974319,0.14283328070264792,0.0,0.0,0.0,0.8802760692990281,0.857166719297352,0.8989691103402568,0.11972393070097187,0.10103088965974319,0.14283328070264792,0.11972393070097187,0.10103088965974319,0.14283328070264792,0.11972393070097187,0.10103088965974319,0.14283328070264792,0.11972393070097187,0.10103088965974319,0.14283328070264792,0.11972393070097187,0.10103088965974319,0.14283328070264792,0.11972393070097187,0.10103088965974319,0.14283328070264792,0.11972393070097187,0.10103088965974319,0.14283328070264792,-0.0028706914476199423,-0.0060244995588684775,-3.399525458733084e-05,0.036762289309357245,0.031322587275146155,0.04319352591055534,-0.09108408845485703,-0.10468142387596921,-0.07988241206666348,0.05432179914549979,0.047230573747236354,0.06276310132232928,-0.0026761819803746653,-0.005953268087759145,0.0002680732863765171,-0.0026761819803746653,-0.005953268087759145,0.0002680732863765171
wands,bge_base,20,centroid_2,42994,phase4/results/wands/bge_base_centroid_2_pairs.parquet,2,"structural; input-order independent construction, one materialized index",query_macro,308,21299,2026091701,10000,0.36399834701464845,0.3250595868473462,0.40363514376421894,0.36399834701464845,0.3250595868473462,0.40363514376421894,0.36399834701464845,0.3250595868473462,0.40363514376421894,0.0,0.0,0.0,0.6360016529853515,0.5963648562357808,0.6749404131526539,0.36399834701464845,0.3250595868473462,0.40363514376421894,0.36399834701464845,0.3250595868473462,0.40363514376421894,0.36399834701464845,0.3250595868473462,0.40363514376421894,0.36399834701464845,0.3250595868473462,0.40363514376421894,0.36399834701464845,0.3250595868473462,0.40363514376421894,0.36399834701464845,0.3250595868473462,0.40363514376421894,0.36399834701464845,0.3250595868473462,0.40363514376421894,0.003618507132590461,-0.00012313627143701036,0.0074980939996760485,0.05927494601695663,0.04801435265065339,0.07256345760704108,-0.11931807342696618,-0.13753628941350593,-0.10264131453009086,0.06004312741000954,0.050121962319272566,0.0715110729437855,0.0029524534689915885,-0.0005971467722548815,0.006578557963649361,0.0029524534689915885,-0.0005971467722548815,0.006578557963649361
wands,bge_base,20,centroid_2,42994,phase4/results/wands/bge_base_centroid_2_pairs.parquet,2,"structural; input-order independent construction, one materialized index",pair_micro,308,21299,2026091701,10000,0.1239494811963003,0.10456637026800134,0.14810804804120284,0.1239494811963003,0.10456637026800134,0.14810804804120284,0.1239494811963003,0.10456637026800134,0.14810804804120284,0.0,0.0,0.0,0.8760505188036997,0.8518919519587972,0.8954336297319987,0.1239494811963003,0.10456637026800134,0.14810804804120284,0.1239494811963003,0.10456637026800134,0.14810804804120284,0.1239494811963003,0.10456637026800134,0.14810804804120284,0.1239494811963003,0.10456637026800134,0.14810804804120284,0.1239494811963003,0.10456637026800134,0.14810804804120284,0.1239494811963003,0.10456637026800134,0.14810804804120284,0.1239494811963003,0.10456637026800134,0.14810804804120284,0.0013548590477084777,0.0003459928049805609,0.002490971455382619,0.04098783980468566,0.035575937202838456,0.04748523815041838,-0.09108408845485703,-0.10468142387596921,-0.07988241206666348,0.05009624865017137,0.043868674876436926,0.05749204745778446,0.0015493685149537537,0.00016178797930875926,0.002942806104170475,0.0015493685149537537,0.00016178797930875926,0.002942806104170475
wands,bge_base,20,max_2,42994,phase4/results/wands/bge_base_max_2_pairs.parquet,2,"structural; input-order independent construction, one materialized index",query_macro,308,21299,2026091701,10000,0.3638969244883206,0.3252094168574591,0.40353482658063644,0.3638969244883206,0.3252094168574591,0.40353482658063644,0.3638969244883206,0.3252094168574591,0.40353482658063644,0.0,0.0,0.0,0.6361030755116793,0.5964651734193636,0.6747905831425409,0.3638969244883206,0.3252094168574591,0.40353482658063644,0.3638969244883206,0.3252094168574591,0.40353482658063644,0.3638969244883206,0.3252094168574591,0.40353482658063644,0.3638969244883206,0.3252094168574591,0.40353482658063644,0.3638969244883206,0.3252094168574591,0.40353482658063644,0.3638969244883206,0.3252094168574591,0.40353482658063644,0.3638969244883206,0.3252094168574591,0.40353482658063644,0.0035170846062626345,-0.00024567060681833573,0.007536117909019874,0.0591735234906288,0.047870933497056734,0.07236209124659007,-0.11931807342696618,-0.13753628941350593,-0.10264131453009086,0.06014454993633737,0.05049066667821471,0.07150007221513566,0.0028510309426637618,-0.0006349062973004987,0.006418434112766535,0.0028510309426637618,-0.0006349062973004987,0.006418434112766535
wands,bge_base,20,max_2,42994,phase4/results/wands/bge_base_max_2_pairs.parquet,2,"structural; input-order independent construction, one materialized index",pair_micro,308,21299,2026091701,10000,0.12376167895206348,0.10441100879856521,0.14785504688324988,0.12376167895206348,0.10441100879856521,0.14785504688324988,0.12376167895206348,0.10441100879856521,0.14785504688324988,0.0,0.0,0.0,0.8762383210479365,0.8521449531167501,0.8955889912014348,0.12376167895206348,0.10441100879856521,0.14785504688324988,0.12376167895206348,0.10441100879856521,0.14785504688324988,0.12376167895206348,0.10441100879856521,0.14785504688324988,0.12376167895206348,0.10441100879856521,0.14785504688324988,0.12376167895206348,0.10441100879856521,0.14785504688324988,0.12376167895206348,0.10441100879856521,0.14785504688324988,0.12376167895206348,0.10441100879856521,0.14785504688324988,0.0011670568034716595,9.922608986214952e-05,0.0023088499529358994,0.040800037560448844,0.03536240856220838,0.047327777056962624,-0.09108408845485703,-0.10468142387596921,-0.07988241206666348,0.05028405089440819,0.0440350939309243,0.05775552569076777,0.0013615662707169357,-0.00013271127255604548,0.0028522971127432164,0.0013615662707169357,-0.00013271127255604548,0.0028522971127432164
wands,bge_base,20,BM25,42994,phase4/results/wands/BM25_pairs.parquet,1,"structural; input-order independent construction, one materialized index",query_macro,308,21299,2026091701,10000,0.3471985488252357,0.30806109243224444,0.38841751918078665,0.3471985488252357,0.30806109243224444,0.38841751918078665,0.3471985488252357,0.30806109243224444,0.38841751918078665,0.0,0.0,0.0,0.6528014511747643,0.6115824808192133,0.6919389075677556,0.3471985488252357,0.30806109243224444,0.38841751918078665,0.3471985488252357,0.30806109243224444,0.38841751918078665,0.3471985488252357,0.30806109243224444,0.38841751918078665,0.3471985488252357,0.30806109243224444,0.38841751918078665,0.3471985488252357,0.30806109243224444,0.38841751918078665,0.3471985488252357,0.30806109243224444,0.38841751918078665,0.3471985488252357,0.30806109243224444,0.38841751918078665,-0.013181291056822296,-0.03715722325882256,0.010030705920279883,0.04247514782754387,0.015944511631190966,0.06915533066738934,-0.11931807342696618,-0.13753628941350593,-0.10264131453009086,0.07684292559942231,0.05326909189674288,0.10095475231723568,-0.01384734472042117,-0.03774830129818164,0.00949009048189741,-0.01384734472042117,-0.03774830129818164,0.00949009048189741
wands,bge_base,20,BM25,42994,phase4/results/wands/BM25_pairs.parquet,1,"structural; input-order independent construction, one materialized index",pair_micro,308,21299,2026091701,10000,0.11488802291187379,0.09631189671903684,0.13770065458561423,0.11488802291187379,0.09631189671903684,0.13770065458561423,0.11488802291187379,0.09631189671903684,0.13770065458561423,0.0,0.0,0.0,0.8851119770881262,0.8622993454143857,0.9036881032809632,0.11488802291187379,0.09631189671903684,0.13770065458561423,0.11488802291187379,0.09631189671903684,0.13770065458561423,0.11488802291187379,0.09631189671903684,0.13770065458561423,0.11488802291187379,0.09631189671903684,0.13770065458561423,0.11488802291187379,0.09631189671903684,0.13770065458561423,0.11488802291187379,0.09631189671903684,0.13770065458561423,0.11488802291187379,0.09631189671903684,0.13770065458561423,-0.00770659923671802,-0.013692600728782213,-0.002280154029776731,0.031926381520259166,0.02533097090982247,0.03950802042039185,-0.09108408845485703,-0.10468142387596921,-0.07988241206666348,0.05915770693459787,0.05069358002732979,0.06960148019530685,-0.0075120897694727455,-0.013497611670352468,-0.0021527882488902904,-0.0075120897694727455,-0.013497611670352468,-0.0021527882488902904
wands,bge_base,20,centroid_4,42994,phase4/results/wands/bge_base_centroid_4_pairs.parquet,4,"structural; input-order independent construction, one materialized index",query_macro,308,21299,2026091701,10000,0.3644020337164174,0.32537309697950745,0.4044243974167746,0.3644020337164174,0.32537309697950745,0.4044243974167746,0.3644020337164174,0.32537309697950745,0.4044243974167746,0.0,0.0,0.0,0.6355979662835828,0.5955756025832253,0.6746269030204924,0.3644020337164174,0.32537309697950745,0.4044243974167746,0.3644020337164174,0.32537309697950745,0.4044243974167746,0.3644020337164174,0.32537309697950745,0.4044243974167746,0.3644020337164174,0.32537309697950745,0.4044243974167746,0.3644020337164174,0.32537309697950745,0.4044243974167746,0.3644020337164174,0.32537309697950745,0.4044243974167746,0.3644020337164174,0.32537309697950745,0.4044243974167746,0.004022193834359369,0.0003827536057413087,0.007931002896596939,0.05967863271872554,0.04831513567542783,0.07303705470914132,-0.11931807342696618,-0.13753628941350593,-0.10264131453009086,0.05963944070824064,0.049918384417971924,0.07105663520761271,0.0033561401707604974,-0.00018312326698295824,0.006946961420341099,0.0033561401707604974,-0.00018312326698295824,0.006946961420341099
wands,bge_base,20,centroid_4,42994,phase4/results/wands/bge_base_centroid_4_pairs.parquet,4,"structural; input-order independent construction, one materialized index",pair_micro,308,21299,2026091701,10000,0.12371472839100427,0.10446038479716338,0.14772321118911413,0.12371472839100427,0.10446038479716338,0.14772321118911413,0.12371472839100427,0.10446038479716338,0.14772321118911413,0.0,0.0,0.0,0.8762852716089957,0.8522767888108859,0.8955396152028366,0.12371472839100427,0.10446038479716338,0.14772321118911413,0.12371472839100427,0.10446038479716338,0.14772321118911413,0.12371472839100427,0.10446038479716338,0.14772321118911413,0.12371472839100427,0.10446038479716338,0.14772321118911413,0.12371472839100427,0.10446038479716338,0.14772321118911413,0.12371472839100427,0.10446038479716338,0.14772321118911413,0.12371472839100427,0.10446038479716338,0.14772321118911413,0.001120106242412454,0.00016012583186104142,0.002183504022266966,0.04075308699938964,0.0353578082614731,0.047339720115216616,-0.09108408845485703,-0.10468142387596921,-0.07988241206666348,0.05033100145546739,0.04410643046008677,0.05772306422618032,0.0013146157096577302,-8.792559860275323e-19,0.0026574423850699485,0.0013146157096577302,-8.792559860275323e-19,0.0026574423850699485
wands,bge_base,20,max_4,42994,phase4/results/wands/bge_base_max_4_pairs.parquet,4,"structural; input-order independent construction, one materialized index",query_macro,308,21299,2026091701,10000,0.36508971302261556,0.3260870602464994,0.40471918309362065,0.36508971302261556,0.3260870602464994,0.40471918309362065,0.36508971302261556,0.3260870602464994,0.40471918309362065,0.0,0.0,0.0,0.6349102869773845,0.5952808169063791,0.6739129397535006,0.36508971302261556,0.3260870602464994,0.40471918309362065,0.36508971302261556,0.3260870602464994,0.40471918309362065,0.36508971302261556,0.3260870602464994,0.40471918309362065,0.36508971302261556,0.3260870602464994,0.40471918309362065,0.36508971302261556,0.3260870602464994,0.40471918309362065,0.36508971302261556,0.3260870602464994,0.40471918309362065,0.36508971302261556,0.3260870602464994,0.40471918309362065,0.004709873140557564,0.0010026752194174716,0.008759810416426561,0.060366312024923735,0.04883731518062591,0.07396910582694301,-0.11931807342696618,-0.13753628941350593,-0.10264131453009086,0.05895176140204245,0.049555238394128245,0.07000889291381521,0.004043819476958692,0.0007058255018501832,0.007533979599682062,0.004043819476958692,0.0007058255018501832,0.007533979599682062
wands,bge_base,20,max_4,42994,phase4/results/wands/bge_base_max_4_pairs.parquet,4,"structural; input-order independent construction, one materialized index",pair_micro,308,21299,2026091701,10000,0.12441898680689234,0.10514850192277987,0.14846987684189836,0.12441898680689234,0.10514850192277987,0.14846987684189836,0.12441898680689234,0.10514850192277987,0.14846987684189836,0.0,0.0,0.0,0.8755810131931077,0.8515301231581016,0.8948514980772202,0.12441898680689234,0.10514850192277987,0.14846987684189836,0.12441898680689234,0.10514850192277987,0.14846987684189836,0.12441898680689234,0.10514850192277987,0.14846987684189836,0.12441898680689234,0.10514850192277987,0.14846987684189836,0.12441898680689234,0.10514850192277987,0.14846987684189836,0.12441898680689234,0.10514850192277987,0.14846987684189836,0.12441898680689234,0.10514850192277987,0.14846987684189836,0.001824364658300524,0.0008114841161383523,0.0029232869076445,0.041457345415277715,0.03608752282697679,0.04788565214043525,-0.09108408845485703,-0.10468142387596921,-0.07988241206666348,0.04962674303957932,0.04336997381267397,0.05708652793086168,0.0020188741255458002,0.0006870553917653545,0.0033834426260897837,0.0020188741255458002,0.0006870553917653545,0.0033834426260897837
wands,bge_base,20,centroid_7,42994,phase4/results/wands/bge_base_centroid_7_pairs.parquet,7,"structural; input-order independent construction, one materialized index",query_macro,308,21299,2026091701,10000,0.3635474436631018,0.3247549520924645,0.40381399782381244,0.3635474436631018,0.3247549520924645,0.40381399782381244,0.3635474436631018,0.3247549520924645,0.40381399782381244,0.0,0.0,0.0,0.6364525563368982,0.5961860021761873,0.6752450479075354,0.3635474436631018,0.3247549520924645,0.40381399782381244,0.3635474436631018,0.3247549520924645,0.40381399782381244,0.3635474436631018,0.3247549520924645,0.40381399782381244,0.3635474436631018,0.3247549520924645,0.40381399782381244,0.3635474436631018,0.3247549520924645,0.40381399782381244,0.3635474436631018,0.3247549520924645,0.40381399782381244,0.3635474436631018,0.3247549520924645,0.40381399782381244,0.003167603781043885,-0.0006064515820954644,0.007140215052801087,0.058824042665410047,0.047967143889169506,0.07161425576501977,-0.11931807342696618,-0.13753628941350593,-0.10264131453009086,0.06049403076155612,0.05024287955954317,0.0725136337189482,0.002501550117445013,-0.0020141154905370337,0.0068531075519598994,0.002501550117445013,-0.0020141154905370337,0.0068531075519598994
wands,bge_base,20,centroid_7,42994,phase4/results/wands/bge_base_centroid_7_pairs.parquet,7,"structural; input-order independent construction, one materialized index",pair_micro,308,21299,2026091701,10000,0.12357387670782666,0.10428293495189399,0.1476522598427316,0.12357387670782666,0.10428293495189399,0.1476522598427316,0.12357387670782666,0.10428293495189399,0.1476522598427316,0.0,0.0,0.0,0.8764261232921733,0.8523477401572684,0.895717065048106,0.12357387670782666,0.10428293495189399,0.1476522598427316,0.12357387670782666,0.10428293495189399,0.1476522598427316,0.12357387670782666,0.10428293495189399,0.1476522598427316,0.12357387670782666,0.10428293495189399,0.1476522598427316,0.12357387670782666,0.10428293495189399,0.1476522598427316,0.12357387670782666,0.10428293495189399,0.1476522598427316,0.12357387670782666,0.10428293495189399,0.1476522598427316,0.0009792545592348398,2.7273329491433586e-05,0.002018944526003415,0.040612235316212025,0.03526260121352754,0.047081493492358205,-0.09108408845485703,-0.10468142387596921,-0.07988241206666348,0.05047185313864501,0.044120557584520194,0.05798018627593936,0.0011737640264801164,-0.00010214139526780678,0.002484883882592246,0.0011737640264801164,-0.00010214139526780678,0.002484883882592246
wands,bge_base,20,max_7,42994,phase4/results/wands/bge_base_max_7_pairs.parquet,7,"structural; input-order independent construction, one materialized index",query_macro,308,21299,2026091701,10000,0.3646346815284079,0.3258334927610597,0.40452538257993104,0.3646346815284079,0.3258334927610597,0.40452538257993104,0.3646346815284079,0.3258334927610597,0.40452538257993104,0.0,0.0,0.0,0.6353653184715922,0.5954746174200688,0.6741665072389402,0.3646346815284079,0.3258334927610597,0.40452538257993104,0.3646346815284079,0.3258334927610597,0.40452538257993104,0.3646346815284079,0.3258334927610597,0.40452538257993104,0.3646346815284079,0.3258334927610597,0.40452538257993104,0.3646346815284079,0.3258334927610597,0.40452538257993104,0.3646346815284079,0.3258334927610597,0.40452538257993104,0.3646346815284079,0.3258334927610597,0.40452538257993104,0.004254841646349891,0.000595535338406922,0.008211175918358876,0.05991128053071605,0.04872061482063525,0.07288343339028444,-0.11931807342696618,-0.13753628941350593,-0.10264131453009086,0.059406792896250116,0.049510656528102194,0.07101493489302181,0.0035887879827510186,-0.00042016475482450536,0.007560781282670381,0.0035887879827510186,-0.00042016475482450536,0.007560781282670381
wands,bge_base,20,max_7,42994,phase4/results/wands/bge_base_max_7_pairs.parquet,7,"structural; input-order independent construction, one materialized index",pair_micro,308,21299,2026091701,10000,0.12418423400159632,0.10493966118934624,0.1482044499109718,0.12418423400159632,0.10493966118934624,0.1482044499109718,0.12418423400159632,0.10493966118934624,0.1482044499109718,0.0,0.0,0.0,0.8758157659984037,0.8517955500890282,0.8950603388106537,0.12418423400159632,0.10493966118934624,0.1482044499109718,0.12418423400159632,0.10493966118934624,0.1482044499109718,0.12418423400159632,0.10493966118934624,0.1482044499109718,0.12418423400159632,0.10493966118934624,0.1482044499109718,0.12418423400159632,0.10493966118934624,0.1482044499109718,0.12418423400159632,0.10493966118934624,0.1482044499109718,0.12418423400159632,0.10493966118934624,0.1482044499109718,0.0015896118530045007,0.0006103961790415584,0.0026306261522299427,0.04122259260998169,0.035922379248674426,0.047546764272621694,-0.09108408845485703,-0.10468142387596921,-0.07988241206666348,0.04986149584487535,0.043518651571568874,0.05749391912015331,0.001784121320249777,0.00043359463876457274,0.003117745190813177,0.001784121320249777,0.00043359463876457274,0.003117745190813177
wands,bge_base,20,hybrid_seven,42994,revision_completion_20260921/data/wands_bge_base_hybrid_seven_pairs.parquet,7,empirical seven schedules; same dense scoring basis as fusion,query_macro,308,21299,2026091701,10000,0.3807086931327279,0.3419888435380517,0.42072077586759005,0.3807378193172329,0.3420811634283918,0.4209787351191776,0.3429689977235857,0.30432418928188754,0.38323901904579505,0.07522490492540361,0.0631422139517269,0.0883462187559196,0.5818060973510106,0.541937894434193,0.6207100158316756,0.3807086931327279,0.3419888435380517,0.42072077586759005,0.37834826747056505,0.33994615926756044,0.418271622721125,0.3812349190550536,0.3422323883693143,0.42162234019934586,0.38255830416694675,0.34369294392890226,0.4228530911377652,0.3798936970233473,0.3416302609961777,0.4198240661627931,0.3791391724974973,0.3406779844619127,0.4190921462407046,0.38328168187449235,0.3444176109629155,0.42398481889612083,0.020357979435174905,0.008454921654122776,0.033237697550331964,0.0382455967258939,0.023041808583038757,0.05451698281238432,-0.044093168501562564,-0.06098364810906048,-0.028500932903622725,0.005847571775668673,-0.007795849571647334,0.018861152903407223,0.019662799587071025,0.007691426817986802,0.03256171792861472,0.019691925771576035,0.00759547328465218,0.03283248721851636
wands,bge_base,20,hybrid_seven,42994,revision_completion_20260921/data/wands_bge_base_hybrid_seven_pairs.parquet,7,empirical seven schedules; same dense scoring basis as fusion,pair_micro,308,21299,2026091701,10000,0.12826893281374713,0.10785599384406232,0.15357159325404995,0.12779942720315504,0.10743703587640163,0.15278917370600717,0.0998168928118691,0.08287389651759612,0.12117408374299207,0.060096718155781964,0.051349715938702266,0.0702926185826123,0.8400863890323489,0.8106848969673852,0.8642003610383174,0.12826893281374713,0.10785599384406232,0.15357159325404995,0.12770552608103666,0.10746603224084293,0.1525279092956761,0.127095168787267,0.1068424759665684,0.1518335945101292,0.12765857551997747,0.10722267652013442,0.15274238446505134,0.12864453730222075,0.10821700260644554,0.1537981289320896,0.1278463777642143,0.10755692226649134,0.15274322264159762,0.12737687215362223,0.10704191158086869,0.15225625517258182,0.005204805054563258,0.002054634339406962,0.008844186709574474,0.016855251420254472,0.013066076436869172,0.021396644567069918,-0.030987370299075074,-0.03705774392970248,-0.025735585976143893,0.014132118878820602,0.009307437491626163,0.019134685400924473,0.005868820132400581,0.00265022730330313,0.009568925929639347,0.005399314521808535,0.0022538313352636428,0.009036509562405398
wands,bge_base,20,reconstructed_raw_seven,42994,revision_completion_20260921/data/wands_bge_base_reconstructed_raw_seven_pairs.parquet,7,empirical seven schedules; same dense scoring basis as fusion,query_macro,308,21299,2026091701,10000,0.3610458935456568,0.3223411098879199,0.4008052032843102,0.36037983988205796,0.3221677869727567,0.39991681977311844,0.3047234009976918,0.26566395410641097,0.34541035757761457,0.11931807342696618,0.10264131453009086,0.13753628941350593,0.575958525575342,0.5371682258380233,0.6145506168581808,0.3610458935456568,0.3223411098879199,0.4008052032843102,0.36198517248888673,0.322957067253652,0.4021753780031003,0.3619616716772757,0.3232070071383604,0.4018688387759811,0.3612378317711461,0.3230405139168365,0.4018820446957516,0.36248760975207694,0.3240730038075053,0.40243147318557576,0.3564179504051075,0.3180154861543419,0.3961208821873747,0.35752274953425595,0.3189986363885525,0.3982685895158483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006660536635988724,-0.004308951481725933,0.002800324320770968
