query_id,query,query_type,n_judged,n_highest,cNDCG@10,RelevantRecall@10,HighestRecall@10,RelevantHidden@10,JudgedCoverage@10,cNDCG@20,RelevantRecall@20,HighestRecall@20,RelevantHidden@20,JudgedCoverage@20,cNDCG@50,RelevantRecall@50,HighestRecall@50,RelevantHidden@50,JudgedCoverage@50,RelevanceVisibilitySpearman
62,7qt slow cooker,attribute_constraint,157,9,0.7394935370809717,0.06756756756756757,0.5555555555555556,0.4444444444444444,1.0,0.7813224698066515,0.13513513513513514,0.5555555555555556,0.4444444444444444,1.0,0.8763198622245862,0.33783783783783783,0.7777777777777778,0.2222222222222222,1.0,0.4237790115899995
63,monthly calendar,brand_entity_proxy,115,72,0.9069212362975005,0.09433962264150944,0.1111111111111111,0.8888888888888888,1.0,0.8929838315750408,0.18867924528301888,0.2222222222222222,0.7777777777777778,1.0,0.8829618166967294,0.4716981132075472,0.5555555555555556,0.4444444444444444,1.0,0.46597324833372744
64,zachary 72.5,attribute_constraint,77,1,1.0,0.02702702702702703,1.0,0.0,0.2,1.0,0.04054054054054054,1.0,0.0,0.15,0.9881066586653587,0.05405405405405406,1.0,0.0,0.08,0.23122889842492322
65,gnome fairy garden,product_type,156,38,0.5726361401144231,0.06535947712418301,0.05263157894736842,0.9473684210526316,1.0,0.48777155122466737,0.13071895424836602,0.05263157894736842,0.9473684210526316,1.0,0.53061129753679,0.32679738562091504,0.18421052631578946,0.8157894736842105,1.0,-0.008282505138540579
66,novara pergola,brand_entity_proxy,69,1,1.0,0.15625,1.0,0.0,1.0,1.0,0.3125,1.0,0.0,1.0,1.0,0.765625,1.0,0.0,0.98,0.4883741565338878
67,osgood mirror,product_type,587,0,1.0,0.01984126984126984,,,1.0,0.9626932496335552,0.037698412698412696,,,1.0,0.9498273838559681,0.09126984126984126,,,0.98,0.2701555294471158
68,nautical platters,brand_entity_proxy,204,89,0.9432379215722527,0.05952380952380952,0.10112359550561797,0.898876404494382,1.0,0.8658759161842513,0.11904761904761904,0.16853932584269662,0.8314606741573034,1.0,0.8526251441610082,0.2916666666666667,0.4157303370786517,0.5842696629213483,0.98,0.6397870182721258
69,wall sconce with usb port,multi_constraint,235,13,0.5778671370342086,0.04975124378109453,0.3076923076923077,0.6923076923076923,1.0,0.6674242707554318,0.08955223880597014,0.46153846153846156,0.5384615384615384,0.9,0.7916859929002105,0.20398009950248755,0.6923076923076923,0.3076923076923077,0.84,0.5362758159975309
70,annex dresser,product_type,504,1,1.0,0.015904572564612324,1.0,0.0,0.8,1.0,0.03578528827037773,1.0,0.0,0.9,1.0,0.07952286282306163,1.0,0.0,0.8,0.10412997203452684
71,infant girl crib bedding,product_type,139,47,0.8421283856352149,0.07246376811594203,0.14893617021276595,0.851063829787234,1.0,0.8038257888959611,0.14492753623188406,0.2765957446808511,0.7234042553191489,1.0,0.7294593630434063,0.36231884057971014,0.5319148936170213,0.46808510638297873,1.0,0.3280946801298995
