dataset,method,candidate_K,query_id,n_highest,Recall@20,returned_condensed_NDCG@10,unique_candidates
esci,hybrid,200,87931,2,1.0,0.6263398216238475,200
esci,hybrid,200,88180,2,1.0,0.8242599310772001,200
esci,hybrid,200,88972,1,1.0,0.45064173746646596,200
esci,hybrid,200,89016,1,1.0,0.32177069866329067,200
esci,hybrid,200,89094,5,1.0,0.9827550113741874,200
esci,hybrid,200,89443,7,0.7142857142857143,0.7929340713554895,200
esci,hybrid,200,90070,4,0.75,0.7642261139677583,200
esci,hybrid,200,90523,15,1.0,0.8019174103317279,200
esci,hybrid,200,90653,6,1.0,0.8208812375034628,200
esci,hybrid,200,90835,5,1.0,0.9589923346062769,200
esci,hybrid,200,90983,13,0.23076923076923078,0.421907754038135,200
esci,hybrid,200,91113,5,1.0,0.8634605681485588,200
esci,hybrid,200,91245,3,1.0,0.44664683454825327,200
esci,hybrid,200,91267,8,0.875,0.7373533023683819,200
esci,hybrid,200,91452,2,0.5,0.6014800825811075,200
esci,hybrid,200,91498,2,1.0,0.491720290240116,200
esci,hybrid,200,91539,8,1.0,0.8377744530518696,200
esci,hybrid,200,91847,14,1.0,0.9148568823583791,200
esci,hybrid,200,92217,33,0.21212121212121213,0.6502599156135441,200
esci,hybrid,200,92320,10,1.0,0.8661124847434848,200
esci,hybrid,200,92627,16,0.1875,0.27262666651044215,200
esci,hybrid,200,92663,4,0.5,0.5619006832581139,200
esci,hybrid,200,92720,10,1.0,0.6612169896091658,200
esci,hybrid,200,92810,1,1.0,0.665986068074361,200
esci,hybrid,200,92928,5,0.2,0.3391602052736161,200
esci,hybrid,200,93169,5,1.0,0.686713492075949,200
esci,hybrid,200,93559,21,0.5238095238095238,0.7931839509327833,200
esci,hybrid,200,93654,10,1.0,0.8134402893935617,200
esci,hybrid,200,93758,9,0.8888888888888888,0.7693400211383045,200
esci,hybrid,200,94456,13,0.7692307692307693,1.0,200
esci,hybrid,200,94846,3,1.0,0.9178025914436205,200
esci,hybrid,200,94878,13,0.6923076923076923,0.875023800513801,200
esci,hybrid,200,94932,13,0.15384615384615385,0.3699587984865388,200
esci,hybrid,200,95116,8,0.875,0.904332577569439,200
esci,hybrid,200,95136,2,1.0,0.8242599310772001,200
esci,hybrid,200,95453,11,1.0,0.9148568823583791,200
esci,hybrid,200,95494,18,0.3888888888888889,0.7934961824692005,200
esci,hybrid,200,95886,2,0.5,0.5167464339961543,200
esci,hybrid,200,95917,3,1.0,0.8748374107163047,200
esci,hybrid,200,96045,11,0.8181818181818182,0.8714843703674766,200
esci,hybrid,200,96401,1,0.0,0.12190497187803497,200
esci,hybrid,200,96535,28,0.6428571428571429,0.9294415579191924,200
esci,hybrid,200,96819,8,1.0,0.8949149166678394,200
esci,hybrid,200,98201,6,1.0,0.8932498536862836,200
esci,hybrid,200,98425,1,1.0,0.8430522015678434,200
esci,hybrid,200,98526,6,1.0,0.7685655730937837,200
esci,hybrid,200,99391,6,0.5,0.6238470455881189,200
esci,hybrid,200,99846,4,1.0,0.7358126623829776,200
esci,hybrid,200,100084,6,1.0,0.9064951819544043,200
esci,hybrid,200,100330,10,0.7,0.6646683213002597,200
esci,hybrid,200,100469,9,0.3333333333333333,0.4749465284683662,200
esci,hybrid,200,100474,4,0.0,0.047740002704769434,200
esci,hybrid,200,100637,7,1.0,0.8155830368816606,200
esci,hybrid,200,100807,27,0.6296296296296297,0.9337457765456111,200
esci,hybrid,200,101683,14,0.7857142857142857,0.6201683542818585,200
esci,hybrid,200,101841,5,1.0,0.8552109176077188,200
esci,hybrid,200,102215,1,1.0,0.4563612248713605,200
esci,hybrid,200,102308,3,1.0,0.8089322749235465,200
esci,hybrid,200,102732,9,0.5555555555555556,0.6105058277084976,200
esci,hybrid,200,102895,4,0.0,0.05658400602273181,200
esci,hybrid,200,102991,4,1.0,0.7133819526311956,200
esci,hybrid,200,103099,7,0.8571428571428571,0.5576380461318564,200
esci,hybrid,200,103248,13,1.0,0.9052116356304495,200
esci,hybrid,200,103500,7,1.0,0.9749709670210781,200
esci,hybrid,200,103612,15,0.7333333333333333,0.77990823370192,200
esci,hybrid,200,103705,5,0.4,0.5632991893839204,200
esci,hybrid,200,104116,32,0.375,0.6152372100183022,200
esci,hybrid,200,104212,3,1.0,0.7207684289827282,200
esci,hybrid,200,104375,10,0.5,0.6325414799409713,200
esci,hybrid,200,104485,16,0.5625,0.9294415579191924,200
esci,hybrid,200,104556,10,0.9,0.8357804136936722,200
esci,hybrid,200,104929,2,0.5,0.41750416350046915,200
esci,hybrid,200,105336,12,0.9166666666666666,0.8441320299865965,200
esci,hybrid,200,105354,3,1.0,0.9726551135062571,200
esci,hybrid,200,106080,8,0.875,0.8690888569963028,200
esci,hybrid,200,106387,6,0.8333333333333334,0.8546537973026864,200
esci,hybrid,200,106839,3,1.0,1.0,200
esci,hybrid,200,107789,8,0.875,0.6341816099407754,200
esci,hybrid,200,107880,3,0.6666666666666666,0.6739392149571486,200
esci,hybrid,200,107900,13,1.0,0.94037119889105,200
esci,hybrid,200,108093,6,1.0,0.8240706778767725,200
esci,hybrid,200,108571,4,1.0,0.9365083665824444,200
esci,hybrid,200,108769,8,0.375,0.3905464320475269,200
esci,hybrid,200,108964,2,1.0,1.0,200
esci,hybrid,200,109159,8,1.0,0.8632108157661935,200
esci,hybrid,200,109658,9,1.0,0.5482635573160519,200
esci,hybrid,200,110355,8,1.0,0.9252331603577357,200
esci,hybrid,200,110443,3,0.6666666666666666,0.7050586103785957,200
esci,hybrid,200,110695,5,0.6,0.6880761168768877,200
esci,hybrid,200,110785,5,1.0,0.958360741133531,200
esci,hybrid,200,110848,22,0.7272727272727273,0.7845032288776463,200
esci,hybrid,200,110909,6,1.0,0.9102600425372045,200
esci,hybrid,200,111397,1,1.0,0.3249820715608818,200
esci,hybrid,200,111447,14,1.0,0.862526180565181,200
esci,hybrid,200,111629,14,1.0,1.0,200
esci,hybrid,200,111828,2,1.0,0.5426474522958865,200
esci,hybrid,200,111876,4,0.5,0.6537991442814469,200
esci,hybrid,200,111913,11,0.09090909090909091,0.2200917662980802,200
esci,hybrid,200,111950,13,0.7692307692307693,0.8204961336016426,200
esci,hybrid,200,112070,3,0.6666666666666666,0.7580764411333825,200
esci,hybrid,200,112116,12,0.5,0.529529881045764,200
esci,hybrid,200,112141,10,0.8,0.678648185514186,200
esci,hybrid,200,112578,12,0.08333333333333333,0.2200917662980802,200
esci,hybrid,200,112716,6,0.6666666666666666,0.7499888855791649,200
esci,hybrid,200,113321,32,0.4375,0.8630152897016883,200
esci,hybrid,200,113679,33,0.36363636363636365,0.5800389248798391,200
esci,hybrid,200,114588,3,1.0,0.8870931620113257,200
esci,hybrid,200,114599,2,1.0,0.8417863218104382,200
esci,hybrid,200,114650,4,1.0,0.8000463255649485,200
esci,hybrid,200,114793,1,1.0,0.5721851862284796,200
esci,hybrid,200,114905,7,0.7142857142857143,0.7899222793346267,200
esci,hybrid,200,114954,9,0.4444444444444444,0.5865387703096974,200
esci,hybrid,200,115094,26,0.6538461538461539,0.8778830991479504,200
esci,hybrid,200,115539,4,1.0,1.0,200
esci,hybrid,500,165,6,0.8333333333333334,0.5881978386805561,500
esci,hybrid,500,433,7,0.5714285714285714,0.3670977080822177,500
esci,hybrid,500,500,22,0.7272727272727273,0.735889880442304,500
esci,hybrid,500,541,7,1.0,0.6498833581366646,500
esci,hybrid,500,598,14,0.2857142857142857,0.2965933967560253,500
esci,hybrid,500,600,26,0.5769230769230769,0.8802531908778441,500
esci,hybrid,500,602,3,0.0,0.0,500
esci,hybrid,500,622,26,0.5,0.8555742011319007,500
esci,hybrid,500,637,13,1.0,0.8156491772332682,500
esci,hybrid,500,861,24,0.2916666666666667,0.5375293090472332,500
esci,hybrid,500,933,4,0.5,0.3620582389101789,500
esci,hybrid,500,978,12,1.0,0.8019174103317279,500
esci,hybrid,500,1210,2,0.0,0.0,500
esci,hybrid,500,1293,10,0.5,0.24341903662974093,500
esci,hybrid,500,1310,1,1.0,0.4234416971578003,500
esci,hybrid,500,1458,15,0.6666666666666666,0.6157901422503029,500
esci,hybrid,500,1476,17,0.6470588235294118,0.5371441737127952,500
esci,hybrid,500,1530,17,0.6470588235294118,0.6536153566371479,500
esci,hybrid,500,1659,5,0.6,0.563672471135483,500
esci,hybrid,500,1816,4,0.5,0.2165272506883836,500
esci,hybrid,500,2286,13,0.7692307692307693,0.6475240399506749,500
esci,hybrid,500,2390,2,1.0,0.4244886564196135,500
esci,hybrid,500,2692,7,0.8571428571428571,0.8904716909596931,500
esci,hybrid,500,2855,7,0.8571428571428571,0.45499380226339003,500
esci,hybrid,500,3012,5,0.4,0.5388720266554066,500
esci,hybrid,500,3492,1,1.0,0.33547749337285077,500
esci,hybrid,500,3494,11,1.0,0.7471589728148226,500
esci,hybrid,500,3986,14,0.9285714285714286,0.8000380808220816,500
esci,hybrid,500,4299,1,1.0,0.9085252996517087,500
esci,hybrid,500,4321,5,0.0,0.0,500
esci,hybrid,500,4860,2,1.0,0.7515618133149938,500
esci,hybrid,500,4956,7,1.0,0.8900083568450943,500
esci,hybrid,500,5079,10,0.7,0.6310441766381191,500
esci,hybrid,500,5094,11,0.9090909090909091,0.8574317626883479,500
esci,hybrid,500,5419,5,1.0,0.7021791262532614,500
esci,hybrid,500,5787,2,0.0,0.03753456991471097,500
esci,hybrid,500,5921,2,1.0,0.7322910139201898,500
esci,hybrid,500,6138,3,1.0,0.49544159036896585,500
esci,hybrid,500,6685,8,1.0,0.7841915457887512,500
esci,hybrid,500,7034,1,1.0,0.6216717592893348,500
esci,hybrid,500,7126,7,1.0,0.9763959044601911,500
esci,hybrid,500,7303,12,1.0,0.9233711941225413,500
esci,hybrid,500,7340,2,1.0,0.6048047613542867,500
esci,hybrid,500,7545,12,1.0,0.735889880442304,500
esci,hybrid,500,7581,10,1.0,0.7211478921088604,500
esci,hybrid,500,8063,12,0.8333333333333334,0.7951657524814092,500
esci,hybrid,500,8519,8,0.5,0.4457356749218963,500
esci,hybrid,500,8605,6,0.6666666666666666,0.7618870795651186,500
esci,hybrid,500,8740,1,0.0,0.1573389756988531,500
esci,hybrid,500,9096,11,1.0,0.8677182466561869,500
esci,hybrid,500,9695,9,0.6666666666666666,0.6328426487563722,500
esci,hybrid,500,9776,9,0.8888888888888888,0.7170044799408865,500
esci,hybrid,500,9967,3,0.0,0.0,500
esci,hybrid,500,10312,20,0.4,0.6726985059259474,500
esci,hybrid,500,10370,10,1.0,0.7682269253321375,500
esci,hybrid,500,11509,5,0.0,0.03217535164272914,500
esci,hybrid,500,11621,1,0.0,0.07383583406968322,500
esci,hybrid,500,11875,5,1.0,0.8346123584921606,500
esci,hybrid,500,11925,28,0.5,1.0,500
esci,hybrid,500,12176,27,0.25925925925925924,0.77103240535069,500
esci,hybrid,500,12432,12,0.9166666666666666,0.9233711941225413,500
esci,hybrid,500,12557,8,0.5,0.5457413237821278,500
esci,hybrid,500,12664,5,1.0,0.5271205242707598,500
esci,hybrid,500,12809,4,1.0,0.7315248061857103,500
esci,hybrid,500,13089,32,0.46875,0.7278365525555345,500
esci,hybrid,500,13169,11,0.6363636363636364,0.7118729459992799,500
esci,hybrid,500,13471,21,0.6190476190476191,0.8701249883466594,500
esci,hybrid,500,13639,15,0.9333333333333333,0.77990823370192,500
esci,hybrid,500,13785,8,0.625,0.7520081556163193,500
esci,hybrid,500,13954,13,0.8461538461538461,0.9009587051658641,500
esci,hybrid,500,14346,10,0.9,0.826813366651774,500
esci,hybrid,500,14880,4,1.0,0.7606395682357036,500
esci,hybrid,500,14882,11,0.7272727272727273,0.3061835571987824,500
esci,hybrid,500,15154,28,0.03571428571428571,0.16087162050336257,500
esci,hybrid,500,15164,7,1.0,0.8057486443894011,500
esci,hybrid,500,15311,10,0.9,0.7724430755333405,500
esci,hybrid,500,15647,21,0.6190476190476191,0.5096366183174322,500
esci,hybrid,500,15716,14,0.8571428571428571,0.9375119002569006,500
esci,hybrid,500,15777,12,0.75,0.6836979923136342,500
esci,hybrid,500,15807,15,0.8666666666666667,0.88995411685096,500
esci,hybrid,500,16613,9,0.7777777777777778,0.8566898433732587,500
esci,hybrid,500,16684,13,1.0,0.6547301623734613,500
esci,hybrid,500,17384,11,1.0,0.5154118162682931,500
esci,hybrid,500,17607,17,0.6470588235294118,0.5579377864560461,500
esci,hybrid,500,17689,3,1.0,0.4746170998147215,500
esci,hybrid,500,17742,12,0.4166666666666667,0.5990887610462241,500
esci,hybrid,500,18356,7,1.0,0.9183362520399361,500
esci,hybrid,500,18553,21,0.47619047619047616,0.44614340037510297,500
esci,hybrid,500,18679,8,0.875,0.9022192254212011,500
esci,hybrid,500,18682,8,1.0,0.9073071695693755,500
esci,hybrid,500,18932,10,1.0,0.7446587009526715,500
esci,hybrid,500,19053,14,1.0,0.8802531908778441,500
esci,hybrid,500,19134,2,1.0,0.8968910341795309,500
esci,hybrid,500,19268,21,0.2857142857142857,0.6452281904391156,500
esci,hybrid,500,19369,11,0.5454545454545454,0.6757175669236831,500
esci,hybrid,500,19372,15,0.9333333333333333,1.0,500
esci,hybrid,500,19380,2,0.5,0.6131471927654584,500
esci,hybrid,500,19619,2,1.0,0.9197207891481876,500
esci,hybrid,500,19694,7,1.0,0.7039890038878336,500
esci,hybrid,500,19953,3,1.0,0.6772591130899146,500
esci,hybrid,500,20037,32,0.46875,0.8177650911347445,500
esci,hybrid,500,20185,4,1.0,0.80092405167436,500
esci,hybrid,500,20307,5,0.8,0.830419897363192,500
esci,hybrid,500,20315,10,1.0,0.8436999957868074,500
esci,hybrid,500,20385,2,1.0,1.0,500
esci,hybrid,500,20500,5,0.4,0.21239620748405597,500
esci,hybrid,500,20523,3,0.3333333333333333,0.23463936301137822,500
esci,hybrid,500,20788,5,0.8,0.8598541916320851,500
esci,hybrid,500,21481,17,0.6470588235294118,0.9363792118010483,500
esci,hybrid,500,21645,13,1.0,0.795648227087262,500
esci,hybrid,500,22173,9,1.0,0.6856047648682206,500
esci,hybrid,500,22211,3,1.0,0.6097606177811876,500
esci,hybrid,500,22441,7,1.0,0.7474357915808134,500
esci,hybrid,500,22639,9,0.6666666666666666,0.7540789477780179,500
esci,hybrid,500,23148,4,1.0,0.6728847132378334,500
esci,hybrid,500,23260,15,0.06666666666666667,0.2200917662980802,500
esci,hybrid,500,23744,1,0.0,0.12042105866401148,500
esci,hybrid,500,24082,5,0.8,0.6165769345360886,500
esci,hybrid,500,24402,6,0.6666666666666666,0.39502230332085453,500
esci,hybrid,500,24504,4,1.0,0.8595518966801226,500
esci,hybrid,500,24668,8,0.625,0.7368269004921895,500
esci,hybrid,500,24697,2,1.0,0.9643148140512959,500
esci,hybrid,500,24831,19,0.7368421052631579,0.8000380808220816,500
esci,hybrid,500,25132,12,0.16666666666666666,0.3301376494471203,500
esci,hybrid,500,25426,5,1.0,0.9490599786992086,500
esci,hybrid,500,25497,1,1.0,0.5015658721533237,500
esci,hybrid,500,25516,5,1.0,0.953251479225142,500
esci,hybrid,500,25591,3,1.0,0.8810972025975865,500
esci,hybrid,500,26321,9,1.0,0.7682883200460502,500
esci,hybrid,500,26642,10,0.7,0.8078635821685248,500
esci,hybrid,500,26872,5,1.0,0.6646025499648499,500
esci,hybrid,500,27927,8,1.0,0.8663287511909937,500
esci,hybrid,500,28198,15,1.0,1.0,500
esci,hybrid,500,28637,4,0.5,0.2622073738811406,500
esci,hybrid,500,29049,4,0.25,0.24630238874073,500
esci,hybrid,500,29123,11,1.0,0.742677850068793,500
esci,hybrid,500,29488,7,1.0,0.9893144529705764,500
esci,hybrid,500,29596,12,0.8333333333333334,0.8630152897016883,500
esci,hybrid,500,29729,9,0.8888888888888888,0.8526042456371027,500
esci,hybrid,500,29868,10,0.7,0.791726719367984,500
esci,hybrid,500,29928,5,0.8,0.847378080795066,500
esci,hybrid,500,29941,2,1.0,0.4753822688277479,500
esci,hybrid,500,29945,5,1.0,0.8546130868102396,500
esci,hybrid,500,29952,4,1.0,0.7177068815857365,500
esci,hybrid,500,30020,1,1.0,0.7383583406968321,500
esci,hybrid,500,30318,12,1.0,0.9294415579191924,500
esci,hybrid,500,31573,2,1.0,0.6678673216230157,500
esci,hybrid,500,31659,7,1.0,0.9485860702973006,500
esci,hybrid,500,31724,6,1.0,0.8962339563021714,500
esci,hybrid,500,31889,2,0.5,0.6072736399106358,500
esci,hybrid,500,32142,10,1.0,0.8661124847434848,500
esci,hybrid,500,32164,13,0.15384615384615385,0.20622287195732647,500
esci,hybrid,500,32311,11,0.09090909090909091,0.2200917662980802,500
esci,hybrid,500,32350,9,0.1111111111111111,0.23345934721191128,500
esci,hybrid,500,32351,4,1.0,0.9279109785841972,500
esci,hybrid,500,32430,19,0.631578947368421,0.8703516819116243,500
esci,hybrid,500,32612,2,0.5,0.24846683369271727,500
esci,hybrid,500,32812,4,1.0,0.9362215626452036,500
esci,hybrid,500,32917,7,0.42857142857142855,0.3971034619981846,500
esci,hybrid,500,33004,10,0.8,0.8661124847434848,500
esci,hybrid,500,33735,20,0.65,0.8643851368046714,500
esci,hybrid,500,34128,26,0.7307692307692307,0.9009587051658641,500
esci,hybrid,500,34229,6,1.0,0.8712345239874681,500
esci,hybrid,500,34443,7,1.0,0.8753272094070745,500
esci,hybrid,500,34775,3,1.0,0.9240247746168361,500
esci,hybrid,500,34817,10,1.0,0.7781045000971726,500
esci,hybrid,500,35117,8,1.0,0.9967622486737456,500
esci,hybrid,500,35242,2,0.0,0.1332648019952541,500
esci,hybrid,500,35755,15,1.0,0.9146904720674044,500
esci,hybrid,500,36669,2,0.5,0.6131471927654584,500
esci,hybrid,500,36678,2,0.0,0.0,500
esci,hybrid,500,36753,12,0.3333333333333333,0.5388856921828066,500
esci,hybrid,500,36912,1,1.0,0.4009785332280254,500
esci,hybrid,500,36960,2,1.0,0.8227386463557405,500
esci,hybrid,500,37451,1,1.0,0.6463954041350359,500
esci,hybrid,500,37466,24,0.4583333333333333,0.5759129830479104,500
esci,hybrid,500,37498,2,1.0,0.845535892286146,500
esci,hybrid,500,37670,13,0.8461538461538461,0.875023800513801,500
esci,hybrid,500,37789,1,1.0,1.0,500
esci,hybrid,500,38679,2,1.0,0.597893795117026,500
esci,hybrid,500,39022,3,1.0,0.9621682683565982,500
esci,hybrid,500,39107,12,0.9166666666666666,0.92663607790064,500
esci,hybrid,500,39157,2,0.5,0.15885319390752675,500
esci,hybrid,500,39263,2,0.5,0.23637376781572322,500
esci,hybrid,500,40165,1,1.0,0.527567576335355,500
esci,hybrid,500,40292,7,1.0,0.9780831700785745,500
esci,hybrid,500,40356,1,1.0,1.0,500
esci,hybrid,500,40483,29,0.5862068965517241,1.0,500
esci,hybrid,500,40528,3,1.0,0.5622571194173529,500
esci,hybrid,500,40573,23,0.30434782608695654,0.6086182388744241,500
esci,hybrid,500,40615,1,1.0,0.5569849955819004,500
esci,hybrid,500,40834,7,0.8571428571428571,0.35763320407476046,500
esci,hybrid,500,41423,24,0.4166666666666667,0.5093242997939936,500
esci,hybrid,500,41492,13,0.7692307692307693,0.8096947487970363,500
esci,hybrid,500,41502,11,0.9090909090909091,0.8669534581760927,500
esci,hybrid,500,41795,11,1.0,0.7529068996617514,500
esci,hybrid,500,42118,3,1.0,0.9294274389393498,500
esci,hybrid,500,42332,13,1.0,0.775982505679665,500
esci,hybrid,500,42405,1,1.0,0.5417600288167298,500
esci,hybrid,500,42445,6,1.0,0.9495662644168644,500
esci,hybrid,500,42964,12,0.75,0.7134842762825241,500
esci,hybrid,500,42968,4,1.0,0.9076865198218551,500
esci,hybrid,500,43579,11,0.45454545454545453,0.5365836468521857,500
esci,hybrid,500,43948,2,0.5,0.3493885443151824,500
esci,hybrid,500,43961,1,1.0,0.5925498905320976,500
esci,hybrid,500,43983,4,1.0,0.758307832557512,500
esci,hybrid,500,44424,4,1.0,0.47520109797883253,500
esci,hybrid,500,44706,3,1.0,0.8103020898263308,500
esci,hybrid,500,44816,12,0.0,0.0,500
esci,hybrid,500,44845,7,0.7142857142857143,0.6568118905243275,500
esci,hybrid,500,44960,12,1.0,0.7731415537059997,500
esci,hybrid,500,45294,1,1.0,0.2890648263178879,500
esci,hybrid,500,45464,16,0.75,0.9233711941225413,500
esci,hybrid,500,45588,4,0.75,0.5921004716895418,500
esci,hybrid,500,45713,12,0.08333333333333333,0.2200917662980802,500
esci,hybrid,500,45745,10,1.0,0.7545968598794698,500
esci,hybrid,500,45843,3,1.0,0.9182655492702865,500
esci,hybrid,500,45928,0,,0.7273298443105221,500
esci,hybrid,500,45990,9,1.0,0.7086036240496157,500
esci,hybrid,500,46008,8,1.0,0.5801166225999684,500
esci,hybrid,500,46089,7,0.7142857142857143,0.8085741066400353,500
esci,hybrid,500,46097,6,1.0,0.7180295294504765,500
esci,hybrid,500,46149,15,1.0,0.9273697171216337,500
esci,hybrid,500,46177,9,0.6666666666666666,0.6173309184975168,500
esci,hybrid,500,46471,10,1.0,0.8170849596225693,500
esci,hybrid,500,46910,7,1.0,0.8200985126166128,500
esci,hybrid,500,47106,9,0.7777777777777778,0.6621187383957191,500
esci,hybrid,500,47213,8,1.0,0.7912487650711364,500
esci,hybrid,500,47217,15,1.0,0.9146904720674044,500
esci,hybrid,500,47526,24,0.5,1.0,500
esci,hybrid,500,47631,28,0.25,0.7848154604140636,500
esci,hybrid,500,47857,26,0.6538461538461539,0.9375119002569006,500
esci,hybrid,500,47892,9,0.4444444444444444,0.47823192868386977,500
esci,hybrid,500,48397,12,0.9166666666666666,0.8627569126021613,500
esci,hybrid,500,48914,22,0.6363636363636364,0.4422429376536609,500
esci,hybrid,500,48929,19,0.3157894736842105,0.7273298443105221,500
esci,hybrid,500,49077,11,0.36363636363636365,0.5637884576902257,500
esci,hybrid,500,49201,10,0.9,0.9337457765456111,500
esci,hybrid,500,49481,1,1.0,0.06011027560557593,500
esci,hybrid,500,49972,6,1.0,0.8724628022970763,500
esci,hybrid,500,50118,13,0.9230769230769231,0.9375119002569006,500
esci,hybrid,500,50311,18,0.8333333333333334,0.7948555644900177,500
esci,hybrid,500,50356,5,1.0,0.6148900687577193,500
esci,hybrid,500,50494,7,0.8571428571428571,0.9010510658111154,500
esci,hybrid,500,51056,1,1.0,0.5105354996674308,500
esci,hybrid,500,51227,13,1.0,0.9233711941225413,500
esci,hybrid,500,51454,11,1.0,0.7967610662472993,500
esci,hybrid,500,52230,13,0.5384615384615384,0.590255221140974,500
esci,hybrid,500,52255,9,0.3333333333333333,0.40607084833488344,500
esci,hybrid,500,52348,1,1.0,0.5925498905320976,500
esci,hybrid,500,52482,1,1.0,0.8983975482184146,500
esci,hybrid,500,52830,3,0.6666666666666666,0.7370825292152894,500
esci,hybrid,500,53042,8,1.0,0.9136879824045631,500
esci,hybrid,500,53114,2,1.0,0.8522945242007884,500
esci,hybrid,500,53284,6,1.0,0.3257192188287456,500
esci,hybrid,500,53328,13,1.0,0.8698127568102422,500
esci,hybrid,500,53451,3,1.0,0.15937185911299065,500
esci,hybrid,500,54039,13,1.0,0.808996270624377,500
esci,hybrid,500,54044,2,1.0,0.9219180243454468,500
esci,hybrid,500,54558,7,1.0,0.700618633671834,500
esci,hybrid,500,54634,5,1.0,0.9498222229578206,500
esci,hybrid,500,54889,1,1.0,0.5766059970478075,500
esci,hybrid,500,55280,5,1.0,0.9394404423024433,500
esci,hybrid,500,55365,3,1.0,0.9992168579591335,500
esci,hybrid,500,55531,5,0.6,0.7096210797493396,500
esci,hybrid,500,55677,12,0.4166666666666667,0.6421591246471806,500
esci,hybrid,500,56281,5,1.0,0.9976668094645764,500
esci,hybrid,500,56758,3,1.0,0.48098641535927616,500
esci,hybrid,500,57100,14,1.0,0.9339724701105759,500
esci,hybrid,500,57276,24,0.5416666666666666,0.7401644387218663,500
esci,hybrid,500,57921,29,0.5862068965517241,0.9339724701105759,500
esci,hybrid,500,58044,3,1.0,0.8671213269673916,500
esci,hybrid,500,58233,13,0.07692307692307693,0.2200917662980802,500
esci,hybrid,500,58514,11,1.0,0.783309128675243,500
esci,hybrid,500,58597,15,0.8666666666666667,0.862526180565181,500
esci,hybrid,500,59963,11,0.5454545454545454,0.7273298443105221,500
esci,hybrid,500,60628,4,1.0,0.8226534207311043,500
esci,hybrid,500,61329,14,1.0,0.9233711941225413,500
esci,hybrid,500,61522,9,0.8888888888888888,0.5917935853108561,500
esci,hybrid,500,61574,10,1.0,0.7390203713558094,500
esci,hybrid,500,61598,3,1.0,0.8622176610037116,500
esci,hybrid,500,61723,2,1.0,1.0,500
esci,hybrid,500,61798,11,1.0,0.8389574121760603,500
esci,hybrid,500,61830,3,1.0,0.9736989758809539,500
esci,hybrid,500,61961,8,0.875,0.7251488608301414,500
esci,hybrid,500,62478,8,1.0,0.882892613843742,500
esci,hybrid,500,62513,13,0.6923076923076923,0.8767137607315195,500
esci,hybrid,500,62558,3,0.6666666666666666,0.743060494692664,500
esci,hybrid,500,62858,10,0.7,0.7997932398308165,500
esci,hybrid,500,62937,2,0.5,0.2640681225725909,500
esci,hybrid,500,62954,34,0.47058823529411764,1.0,500
esci,hybrid,500,63291,5,1.0,0.8752854726973748,500
esci,hybrid,500,63701,3,1.0,0.9736989758809539,500
esci,hybrid,500,63917,28,0.5,1.0,500
esci,hybrid,500,63927,7,0.8571428571428571,0.9017646483581271,500
esci,hybrid,500,64191,1,0.0,0.0386918763848282,500
esci,hybrid,500,64212,8,0.75,0.5767413513954027,500
esci,hybrid,500,64296,2,0.5,0.23637376781572322,500
esci,hybrid,500,64880,2,1.0,0.7658923597070731,500
esci,hybrid,500,65197,7,1.0,0.5420913389044724,500
esci,hybrid,500,65347,4,0.0,0.07721314976186391,500
esci,hybrid,500,65397,13,0.8461538461538461,0.9233711941225413,500
esci,hybrid,500,65683,21,0.6190476190476191,0.9363792118010483,500
esci,hybrid,500,65798,6,1.0,0.7342821514859478,500
esci,hybrid,500,66004,14,0.9285714285714286,0.9375119002569006,500
esci,hybrid,500,66062,1,0.0,0.33547749337285077,500
esci,hybrid,500,66396,23,0.6521739130434783,0.6228724086875175,500
esci,hybrid,500,66421,11,1.0,0.8574317626883479,500
esci,hybrid,500,66476,13,0.38461538461538464,0.6489315753318466,500
esci,hybrid,500,66494,10,0.5,0.6194344041540862,500
esci,hybrid,500,67075,10,1.0,0.781211896043708,500
esci,hybrid,500,67189,1,1.0,0.6000880003448471,500
esci,hybrid,500,67570,3,1.0,0.7377102117262573,500
esci,hybrid,500,67637,8,1.0,0.6290815153388843,500
esci,hybrid,500,67712,7,1.0,0.7910969918993827,500
esci,hybrid,500,67844,1,1.0,0.5910056051066052,500
esci,hybrid,500,67894,15,0.6666666666666666,0.88995411685096,500
esci,hybrid,500,68340,19,0.8421052631578947,0.8721828485401358,500
esci,hybrid,500,68572,7,0.5714285714285714,0.6260444806162216,500
esci,hybrid,500,69025,2,1.0,0.8484735913158631,500
esci,hybrid,500,69269,5,1.0,0.7267964027247595,500
esci,hybrid,500,69657,13,1.0,0.7260934843822536,500
esci,hybrid,500,69695,9,1.0,0.9944529953062748,500
esci,hybrid,500,69739,13,0.5384615384615384,0.7699084481968266,500
esci,hybrid,500,70263,11,0.9090909090909091,0.6399790765216733,500
esci,hybrid,500,70625,3,1.0,0.9885790477845908,500
esci,hybrid,500,70787,5,1.0,0.9086482599264005,500
esci,hybrid,500,71186,8,0.75,0.5912045070012757,500
esci,hybrid,500,71356,7,0.5714285714285714,0.6868209797639325,500
esci,hybrid,500,71655,20,0.65,0.8064836836345346,500
esci,hybrid,500,71902,1,0.0,0.0,500
esci,hybrid,500,72088,11,0.9090909090909091,0.9375119002569006,500
esci,hybrid,500,72127,3,0.6666666666666666,0.4154136671097325,500
esci,hybrid,500,72915,15,1.0,0.9052116356304495,500
