dataset,method,candidate_K,query_id,n_highest,Recall@20,returned_condensed_NDCG@10,unique_candidates
wands,Original,100,8,25,0.64,1.0,100
wands,Original,100,9,74,0.25675675675675674,1.0,100
wands,Original,100,10,21,0.42857142857142855,0.9575861412006988,100
wands,Original,100,11,65,0.3076923076923077,1.0,100
wands,Original,100,12,27,0.4444444444444444,0.9575861412006988,100
wands,Original,100,13,46,0.391304347826087,0.8532721558012799,100
wands,Original,100,14,20,0.25,0.6489315753318466,100
wands,Original,100,15,2,0.5,0.774277390864255,100
wands,Original,100,16,4,0.0,0.470018260101859,100
wands,Original,100,17,21,0.14285714285714285,0.6358283830274571,100
wands,Original,100,18,34,0.5294117647058824,1.0,100
wands,Original,100,19,0,,0.6489315753318466,100
wands,Original,100,20,12,0.0,0.3088786926335466,100
wands,Original,100,21,1,0.0,0.6943559465628248,100
wands,Original,100,22,22,0.13636363636363635,0.5560342964428103,100
wands,Original,100,23,0,,1.0,100
wands,Original,100,24,84,0.14285714285714285,0.8101238658574905,100
wands,Original,100,25,227,0.0881057268722467,1.0,100
wands,Original,100,26,876,0.0182648401826484,0.9069212362975007,100
wands,Original,100,27,100,0.18,0.9074250374176304,100
wands,Original,100,28,175,0.11428571428571428,1.0,100
wands,Original,100,29,138,0.0,0.0,100
wands,Original,100,30,88,0.19318181818181818,0.8108582970019788,100
wands,Original,100,31,1,0.0,0.6943559465628248,100
wands,Original,100,32,3,0.6666666666666666,0.6755452776787434,100
wands,Original,100,33,125,0.008,0.27220352664330516,100
wands,Original,100,34,374,0.040106951871657755,0.9368077570869662,100
wands,Original,100,35,51,0.0196078431372549,0.3333333333333333,100
wands,Original,100,36,37,0.2972972972972973,0.9134166588977729,100
wands,Original,100,37,110,0.07272727272727272,0.5647571496703804,100
wands,Original,100,38,1,1.0,1.0,100
wands,Original,100,39,31,0.16129032258064516,0.7516061639261182,100
wands,Original,100,40,40,0.125,0.499272218015063,100
wands,Original,100,41,19,0.5263157894736842,0.9537125187088151,100
