query_id,cNDCG@10,cNDCG@20,Recall@20,HighestRecall@20,RelevantHidden@20,VI@20_query,has_highest
51056,0.44598817859864426,0.44598817859864426,0.6666666666666666,0.0,1.0,0.0,True
51227,0.9061595192741448,0.9640106541884874,0.75,0.7692307692307693,0.23076923076923073,0.07692307692307693,True
51454,0.7849818707050383,0.9586502222495485,1.0,1.0,0.0,0.0,True
52230,0.1157834025032571,0.19863249543447054,0.3888888888888889,0.15384615384615385,0.8461538461538461,0.07692307692307693,True
52255,0.6786934960253853,0.8526984026969749,0.42857142857142855,0.3333333333333333,0.6666666666666667,0.1111111111111111,True
52348,0.04388065628739695,0.3126327353798947,0.4375,0.0,1.0,0.0,True
52482,0.9959340987946801,0.9959340987946801,0.3333333333333333,1.0,0.0,0.0,True
52830,0.9202773164598533,0.9215051642244032,0.6,0.6666666666666666,0.33333333333333337,0.0,True
53042,0.9664954236830917,0.9671599373532593,0.8181818181818182,1.0,0.0,0.0,True
53114,0.9219180243454468,0.9226460768829047,0.5,1.0,0.0,0.0,True
53284,0.9876712785649565,0.9876712785649565,1.0,1.0,0.0,0.0,True
53328,0.7043124950836281,0.8884562327326029,1.0,1.0,0.0,0.0,True
53451,0.6805999653029795,0.7965287763251596,0.875,1.0,0.0,0.0,True
54039,0.77675271021559,0.9498571306673653,1.0,1.0,0.0,0.0,True
54044,1.0,1.0,0.6,1.0,0.0,0.0,True
54558,0.7170046019838311,0.7184907930369604,1.0,1.0,0.0,0.0,True
54634,0.8293354349812206,0.924508180628009,1.0,1.0,0.0,0.0,True
54889,1.0,1.0,0.1875,1.0,0.0,0.0,True
55280,0.5650513008714585,0.6511892043061701,0.8125,1.0,0.0,0.0,True
55365,0.9474621838079725,0.9474621838079725,1.0,1.0,0.0,0.0,True
55531,0.5579561143138152,0.6345352791415046,0.2413793103448276,0.4,0.6,0.0,True
55677,0.4075888836954927,0.5949363518450619,0.4166666666666667,0.4166666666666667,0.5833333333333333,0.08333333333333333,True
56281,0.8785216171870586,0.8952895570133091,0.7142857142857143,1.0,0.0,0.0,True
56758,0.6207789753522918,0.7497967308997577,0.8333333333333334,1.0,0.0,0.0,True
57100,1.0,0.9948959223326393,1.0,1.0,0.0,0.0,True
57276,0.7237420223555373,0.6835503086377379,0.5,0.5,0.5,0.16666666666666666,True
57921,0.862526180565181,0.804400841542208,0.5,0.5172413793103449,0.48275862068965514,0.13793103448275862,True
58044,0.9275255522715754,0.9280301150893224,0.875,1.0,0.0,0.0,True
58233,0.73162241373675,0.9111884694924881,0.0,0.0,1.0,0.0,True
58514,0.7931839509327833,0.9473388077481462,1.0,1.0,0.0,0.0,True
58597,1.0,0.9947563466753427,0.8125,0.8,0.19999999999999996,0.0,True
59963,0.6882686706390454,0.8132605313239688,0.875,1.0,0.0,0.09090909090909091,True
60628,0.48538274607242526,0.5837792184922809,0.75,0.75,0.25,0.0,True
61329,0.934408318780155,0.9900618354368418,1.0,1.0,0.0,0.0,True
61522,0.6308633055867208,0.8728548065114062,0.6666666666666666,0.6666666666666666,0.33333333333333337,0.0,True
61574,0.7037654363086521,0.9297947298258519,0.8125,0.8,0.19999999999999996,0.1,True
61598,0.5087690606497626,0.6395246963230127,0.3125,0.6666666666666666,0.33333333333333337,0.0,True
61723,0.2068937908505687,0.36551009997175715,0.5,0.0,1.0,1.0,True
61798,0.823699893396571,0.937286766923445,1.0,1.0,0.0,0.0,True
61830,0.9681538642459351,0.9683830902986783,1.0,1.0,0.0,0.0,True
61961,0.7966464664736969,0.9237925397909559,0.6875,0.75,0.25,0.0,True
62478,0.8451426945798564,0.913497463751646,1.0,1.0,0.0,0.0,True
62513,0.7937892708477715,0.9123641939299092,0.75,0.6923076923076923,0.3076923076923077,0.0,True
62558,0.6864833615218304,0.6887400303391298,0.3125,1.0,0.0,0.3333333333333333,True
62858,0.8020506208637936,0.9780729139140162,0.75,0.7,0.30000000000000004,0.1,True
62937,0.8503449055347546,0.8503449055347546,0.5,0.5,0.5,0.0,True
62954,0.94037119889105,0.9615175187364715,0.475,0.5294117647058824,0.47058823529411764,0.058823529411764705,True
63291,0.7405827287629744,0.8249955890964883,1.0,1.0,0.0,0.0,True
63701,0.1847194223674998,0.42990717126945616,0.6,0.3333333333333333,0.6666666666666667,0.0,True
63917,1.0,0.9314709540294452,0.475,0.6071428571428571,0.3928571428571429,0.0,True
63927,0.6084585445238472,0.7598624306536187,0.6666666666666666,0.7142857142857143,0.2857142857142857,0.0,True
64191,0.6309911013082867,0.6309911013082867,0.6666666666666666,1.0,0.0,0.0,True
64212,0.4997116376929922,0.6849883625657873,0.5,0.75,0.25,0.0,True
64296,0.19975817777485652,0.35844102083249496,0.75,0.5,0.5,0.0,True
64880,0.6604751943734606,0.6636409940883649,0.8125,1.0,0.0,0.0,True
65197,0.403329192397801,0.6180284451741777,0.9375,1.0,0.0,0.2857142857142857,True
65347,0.5675621452976986,0.570163780983475,0.1875,0.0,1.0,0.0,True
65397,0.7437783089002834,0.9214872018148703,0.3125,0.23076923076923078,0.7692307692307692,0.0,True
65683,0.7782344940999762,0.7923285543786859,0.5128205128205128,0.7619047619047619,0.23809523809523814,0.09523809523809523,True
65798,0.39133377428125266,0.6257595590259349,1.0,1.0,0.0,0.0,True
66004,0.7821091513649008,0.8617505761098017,1.0,1.0,0.0,0.0,True
66062,0.04388065628739695,0.28853160267781536,0.5,0.0,1.0,0.0,True
66396,0.7971824739318757,0.7701418048799961,0.5,0.5652173913043478,0.4347826086956522,0.08695652173913043,True
66421,0.8374226095567352,0.9490161618643572,0.8,0.8181818181818182,0.18181818181818177,0.0,True
66476,0.7987934555848263,0.9680972014700514,0.125,0.15384615384615385,0.8461538461538461,0.0,True
66494,0.2348905530710556,0.3519743738103341,0.35135135135135137,0.4,0.6,0.0,True
67075,0.7800934503394668,0.9496849388992445,1.0,1.0,0.0,0.0,True
67189,0.9247349466429932,0.9617785911914837,0.4666666666666667,1.0,0.0,0.0,True
67570,0.6698289308112263,0.7880670250929915,0.75,1.0,0.0,0.0,True
67637,0.5632176391323322,0.698315289319055,0.8,0.75,0.25,0.25,True
67712,0.6009050288668369,0.8166573921408204,0.9166666666666666,1.0,0.0,0.0,True
67844,0.3318674133593534,0.3318674133593534,0.4,0.0,1.0,0.0,True
67894,0.9363792118010483,0.992422513692292,0.4,0.4,0.6,0.06666666666666667,True
68340,0.849755430832745,0.8258358919592881,0.8,0.7894736842105263,0.21052631578947367,0.0,True
68572,0.4599163291910739,0.6664709900878522,0.38461538461538464,0.42857142857142855,0.5714285714285714,0.0,True
69025,0.9219180243454468,0.9225010037010569,0.06666666666666667,0.5,0.5,0.0,True
69269,0.5719014870938007,0.6639220830524492,0.75,1.0,0.0,0.0,True
69657,0.7972140949565951,0.9194510038165606,0.9333333333333333,0.9230769230769231,0.07692307692307687,0.15384615384615385,True
69695,0.9205037211201347,0.9207944017306632,0.9375,1.0,0.0,0.0,True
69739,0.875023800513801,0.9368677133900449,0.0625,0.07692307692307693,0.9230769230769231,0.0,True
70263,0.7165174701450555,0.8401385708069817,0.75,0.9090909090909091,0.09090909090909094,0.09090909090909091,True
70625,0.9496103141040652,0.9613564463005281,1.0,1.0,0.0,0.0,True
70787,0.9673425412970539,0.9675137651318536,0.625,1.0,0.0,0.0,True
71186,0.29211998282467083,0.5435256144165772,0.8260869565217391,0.75,0.25,0.125,True
71356,0.8045041182639493,0.9537783788745473,0.375,0.7142857142857143,0.2857142857142857,0.0,True
71655,0.5564502723039201,0.6134745538096181,0.4878048780487805,0.65,0.35,0.1,True
71902,0.3597178307201251,0.37111377552075014,0.0,0.0,1.0,0.0,True
72088,0.8594011333941494,0.9691613533867558,0.875,0.8181818181818182,0.18181818181818177,0.09090909090909091,True
72127,0.4558425650694442,0.5830090962169265,0.4375,0.3333333333333333,0.6666666666666667,0.0,True
72915,0.8611375561264456,0.9340972056966884,1.0,1.0,0.0,0.0,True
73215,0.5657209700991402,0.589621720875371,0.6923076923076923,1.0,0.0,0.0,True
73282,0.788549467832173,0.9364227237345868,0.42857142857142855,0.5714285714285714,0.4285714285714286,0.0,True
73400,0.3043957887783903,0.40261667876319557,0.4878048780487805,0.46153846153846156,0.5384615384615384,0.0,True
73401,0.9157083135347952,0.9758365940383888,0.8125,0.9230769230769231,0.07692307692307687,0.0,True
73522,0.7828535618863796,0.7841709529807245,0.6428571428571429,1.0,0.0,0.14285714285714285,True
73746,0.6335963251398992,0.7499714181985886,1.0,1.0,0.0,0.0,True
73944,0.8491303455351932,0.9672167473703243,0.8125,0.8888888888888888,0.11111111111111116,0.1111111111111111,True
74270,0.723867323350984,0.8335060590643396,0.8,0.6666666666666666,0.33333333333333337,0.0,True
74336,0.8749197512560482,0.8756722599348781,0.3125,0.5,0.5,0.0,True
74620,0.5456610663870767,0.8307457246181569,0.6875,0.5714285714285714,0.4285714285714286,0.2857142857142857,True
74628,0.7341326063388792,0.762778427778199,0.475,0.5833333333333334,0.41666666666666663,0.0,True
74654,0.8527237332178331,0.7594515451766203,0.4864864864864865,0.6875,0.3125,0.0,True
74782,0.7069507298235177,0.7887254475726897,0.3333333333333333,0.3333333333333333,0.6666666666666667,0.0,True
75417,0.6067734846928624,0.8455359864668934,0.875,1.0,0.0,0.0,True
75512,0.7593330856480787,0.6000863702419976,0.475,0.35714285714285715,0.6428571428571428,0.07142857142857142,True
75831,0.258610005490324,0.4151091743376813,0.1724137931034483,0.3333333333333333,0.6666666666666667,0.16666666666666666,True
75925,0.5508789343184824,0.6382657370593571,0.375,0.4,0.6,0.0,True
76144,0.818424292804084,0.9367468243080848,0.6875,0.75,0.25,0.0,True
76820,0.7640814291585591,0.9150383160539596,0.42857142857142855,0.42857142857142855,0.5714285714285714,0.0,True
76904,0.4850443506274853,0.6312773646662204,0.0625,0.0,1.0,0.0,True
76950,0.559692409102238,0.6426841559624671,0.45,0.5454545454545454,0.4545454545454546,0.13636363636363635,True
76969,0.8347979638192422,0.91843477523104,0.6875,1.0,0.0,0.0,True
77343,0.6862529696136114,0.759349721835156,0.5882352941176471,0.75,0.25,0.0,True
78347,0.5508608916734151,0.5799427271736438,0.875,1.0,0.0,0.0,True
79143,0.4563173296815932,0.6731843783504511,0.23076923076923078,0.14285714285714285,0.8571428571428572,0.0,True
79505,0.7821091513649008,0.8682375371621084,0.875,0.9285714285714286,0.0714285714285714,0.0,True
80305,0.5668206038061572,0.8284971182292639,0.6875,0.625,0.375,0.375,True
80453,0.8943320737536162,0.9033255168170329,0.9375,1.0,0.0,0.0,True
80880,0.7094788684865343,0.8380100218981551,0.875,0.9166666666666666,0.08333333333333337,0.0,True
81029,0.03396960759235457,0.2942686756155715,0.2857142857142857,0.0,1.0,0.0,True
81301,0.35482529929849826,0.5126532335640335,0.5,0.6,0.4,0.1,True
81478,0.6708278804582578,0.6725537377311598,0.0625,0.0,1.0,0.0,True
81547,0.3202611283168535,0.3303656958488882,0.125,0.0,1.0,0.0,True
82738,0.99104548471279,0.9911668444961357,0.6875,1.0,0.0,0.0,True
82799,0.8335292363957784,0.9525192712681788,0.9375,0.9285714285714286,0.0714285714285714,0.14285714285714285,True
82836,0.7260172885893664,0.8062296103937627,0.9375,1.0,0.0,0.0,True
82977,0.7088463480199279,0.7440913062817018,0.42857142857142855,0.37142857142857144,0.6285714285714286,0.2,True
83182,0.8611834586926362,0.9289901653103847,0.6,0.875,0.125,0.25,True
83573,0.7654526604676568,0.8539374407977468,0.9375,1.0,0.0,0.0,True
83860,0.48587040700692413,0.49242032771547195,0.5,1.0,0.0,0.0,True
84011,0.9375119002569006,0.9414647251614963,0.8333333333333334,0.9285714285714286,0.0714285714285714,0.0,True
84333,0.7943765920395706,0.8682974754069018,0.1875,0.2857142857142857,0.7142857142857143,0.0,True
84543,0.8617780359017885,0.9729735104793634,1.0,1.0,0.0,0.07692307692307693,True
84692,0.6560216424698185,0.7397052070254235,0.9166666666666666,1.0,0.0,0.16666666666666666,True
84752,0.6273386885700823,0.912612612908012,0.6875,0.5454545454545454,0.4545454545454546,0.18181818181818182,True
84990,0.9743685699376278,0.9879013468480962,0.75,1.0,0.0,0.0,True
85202,0.6855349668675305,0.6863342930754607,0.5,0.6666666666666666,0.33333333333333337,0.0,True
85743,0.4773903943087505,0.722523763408258,0.875,0.8888888888888888,0.11111111111111116,0.0,True
